c_personid,c_sequence,c_status_code,c_status_desc,c_status_desc_chn,c_firstyear,c_lastyear,c_source,c_pages,c_notes
20765,1,249,thinker,思想家,,,40330,,
20766,1,40,civil office,[為官者：文],0,0,0,,
20767,1,40,civil office,[為官者：文],0,0,0,,
20768,1,40,civil office,[為官者：文],0,0,0,,
20769,1,68,office: finance,[財政官員],0,0,0,,
20770,1,40,civil office,[為官者：文],0,0,0,,
20771,1,40,civil office,[為官者：文],0,0,0,,
20772,1,40,civil office,[為官者：文],0,0,0,,
20773,1,68,office: finance,[財政官員],0,0,0,,
20775,1,12,Confucian learning,儒學,0,0,0,,
20776,1,12,Confucian learning,儒學,0,0,0,,
20777,1,15,community leader,鄉里長者,0,0,0,,
20778,1,40,civil office,[為官者：文],0,0,0,,
20779,1,68,office: finance,[財政官員],0,0,0,,
20780,1,40,civil office,[為官者：文],0,0,0,,
20784,1,61,military,[武官],0,0,0,,
20785,1,40,civil office,[為官者：文],0,0,0,,
20786,1,61,military,[武官],0,0,0,,
20787,1,40,civil office,[為官者：文],0,0,0,,
20788,1,40,civil office,[為官者：文],0,0,0,,
20791,1,40,civil office,[為官者：文],0,0,0,,
20792,1,40,civil office,[為官者：文],0,0,0,,
20793,1,40,civil office,[為官者：文],0,0,0,,
20794,1,40,civil office,[為官者：文],0,0,0,,
20795,1,68,office: finance,[財政官員],0,0,0,,
20796,1,40,civil office,[為官者：文],0,0,0,,
20797,1,68,office: finance,[財政官員],0,0,0,,
20798,1,40,civil office,[為官者：文],0,0,0,,
20799,1,40,civil office,[為官者：文],0,0,0,,
20800,1,40,civil office,[為官者：文],0,0,0,,
20801,1,40,civil office,[為官者：文],0,0,0,,
20802,1,40,civil office,[為官者：文],0,0,0,,
20803,1,40,civil office,[為官者：文],0,0,0,,
20804,1,40,civil office,[為官者：文],0,0,0,,
20805,1,40,civil office,[為官者：文],0,0,0,,
20806,1,40,civil office,[為官者：文],0,0,0,,
20807,1,40,civil office,[為官者：文],0,0,0,,
20808,1,40,civil office,[為官者：文],0,0,0,,
20809,1,40,civil office,[為官者：文],0,0,0,,
20810,1,40,civil office,[為官者：文],0,0,0,,
20811,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20812,1,40,civil office,[為官者：文],0,0,0,,
20813,1,40,civil office,[為官者：文],0,0,0,,
20814,1,40,civil office,[為官者：文],0,0,0,,
20815,1,40,civil office,[為官者：文],0,0,0,,
20816,1,40,civil office,[為官者：文],0,0,0,,
20817,1,40,civil office,[為官者：文],0,0,0,,
20819,1,40,civil office,[為官者：文],0,0,0,,
20820,1,40,civil office,[為官者：文],0,0,0,,
20821,1,40,civil office,[為官者：文],0,0,0,,
20822,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20823,1,40,civil office,[為官者：文],0,0,0,,
20824,1,40,civil office,[為官者：文],0,0,0,,
20825,1,40,civil office,[為官者：文],0,0,0,,
20826,1,40,civil office,[為官者：文],0,0,0,,
20827,1,40,civil office,[為官者：文],0,0,0,,
20828,1,40,civil office,[為官者：文],0,0,0,,
20829,1,40,civil office,[為官者：文],0,0,0,,
20830,1,40,civil office,[為官者：文],0,0,0,,
20831,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
20832,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
20833,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
20835,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20836,1,38,philanthropist,為善鄉里,0,0,0,,
20837,1,40,civil office,[為官者：文],0,0,0,,
20838,1,40,civil office,[為官者：文],0,0,0,,
20839,1,40,civil office,[為官者：文],0,0,0,,
20840,1,40,civil office,[為官者：文],0,0,0,,
20841,1,40,civil office,[為官者：文],0,0,0,,
20842,1,40,civil office,[為官者：文],0,0,0,,
20843,1,40,civil office,[為官者：文],0,0,0,,
20844,1,40,civil office,[為官者：文],0,0,0,,
20845,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20846,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20847,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20848,1,76,recluse,[隱士],0,0,0,,
20849,0,114,poet,詩人,,,7596,7285,
20849,1,40,civil office,[為官者：文],0,0,0,,
20850,1,40,civil office,[為官者：文],0,0,0,,
20852,1,40,civil office,[為官者：文],0,0,0,,
20853,1,40,civil office,[為官者：文],0,0,0,,
20854,1,40,civil office,[為官者：文],0,0,0,,
20854,2,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
20855,1,40,civil office,[為官者：文],0,0,0,,
20856,1,40,civil office,[為官者：文],0,0,0,,
20857,1,40,civil office,[為官者：文],0,0,0,,
20858,1,40,civil office,[為官者：文],0,0,0,,
20859,1,40,civil office,[為官者：文],0,0,0,,
20860,1,61,military,[武官],0,0,0,,
20861,1,52,literati,士人,0,0,0,,
20862,0,76,recluse,[隱士],,,0,,
20862,0,147,filial son/daughter,孝子/孝女,,,7596,7218,
20862,0,163,philologist,小學家,,,7596,7218,
20862,0,200,philologist (wenzi - graphology),小學家－字學,,,7596,7218,
20862,0,264,fond of learning,好學,,,7596,7218,
20862,1,52,literati,士人,0,0,0,,
20863,0,147,filial son/daughter,孝子/孝女,,,7596,7251,
20863,1,40,civil office,[為官者：文],0,0,0,,
20864,1,40,civil office,[為官者：文],0,0,0,,
20864,1,249,thinker,思想家,,,40330,,
20865,1,71,painter,畫家,0,0,7596,7271,
20865,1,117,refused office,拒絕出仕,0,0,0,,From Hartwell Entry data
20866,1,40,civil office,[為官者：文],0,0,0,,
20867,0,141,dynastic martyr,死國難,,,7596,7246,
20867,1,40,civil office,[為官者：文],0,0,0,,
20868,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,7225,
20868,1,68,office: finance,[財政官員],0,0,0,,
20869,0,286,Listed in Yuanyou coalition register (元祐黨),入元祐黨籍者,,,7596,,
20869,1,40,civil office,[為官者：文],0,0,0,,
20870,1,68,office: finance,[財政官員],0,0,0,,
20873,1,40,civil office,[為官者：文],0,0,0,,
20874,1,40,civil office,[為官者：文],0,0,0,,
20875,1,40,civil office,[為官者：文],0,0,0,,
20876,0,71,painter,畫家,,,38297,0,
20876,0,114,poet,詩人,,,38297,0,
20876,0,233,skilled at writing,工於文,,,24309,pers01505,《全唐文・卷421、422》《全唐詩・卷121》(據唐代人物知識ベース)。
20876,1,69,office: chief councilor,[宰相],0,0,0,,
20877,1,40,civil office,[為官者：文],0,0,0,,
20878,0,9,calligrapher,書法家,,,38297,0,
20878,0,114,poet,詩人,,,38297,0,
20878,1,40,civil office,[為官者：文],0,0,0,,
20879,0,114,poet,詩人,,,38297,0,
20879,0,233,skilled at writing,工於文,,,24309,pers01689,《全唐文・卷763、767》 《全唐詩》(據唐代人物知識ベース)。
20879,1,40,civil office,[為官者：文],0,0,0,,
20880,1,40,civil office,[為官者：文],0,0,0,,
20881,1,40,civil office,[為官者：文],0,0,0,,
20882,1,40,civil office,[為官者：文],0,0,0,,
20883,1,40,civil office,[為官者：文],0,0,0,,
20884,1,40,civil office,[為官者：文],0,0,0,,
20885,1,61,military,[武官],0,0,0,,
20886,1,40,civil office,[為官者：文],0,0,0,,
20888,0,139,consort family,外戚,,,7596,3828,
20888,1,40,civil office,[為官者：文],0,0,0,,
20889,1,61,military,[武官],0,0,0,,
20890,1,41,imperial consort,[后妃],0,0,0,,
20891,0,139,consort family,外戚,0,0,0,,
20891,1,40,civil office,[為官者：文],0,0,0,,
20892,0,144,holder of a private library,藏書家,,,7596,19257,
20892,1,61,military,[武官],0,0,0,,
20893,1,61,military,[武官],0,0,0,,
20894,1,61,military,[武官],0,0,0,,
20895,1,65,noble,[貴族],0,0,0,,
20896,1,40,civil office,[為官者：文],0,0,0,,
20899,1,40,civil office,[為官者：文],0,0,0,,
20901,1,68,office: finance,[財政官員],0,0,0,,
20902,1,40,civil office,[為官者：文],0,0,0,,
20903,1,40,civil office,[為官者：文],0,0,0,,
20904,1,40,civil office,[為官者：文],0,0,0,,
20905,1,40,civil office,[為官者：文],0,0,0,,
20906,1,40,civil office,[為官者：文],0,0,0,,
20907,1,40,civil office,[為官者：文],0,0,0,,
20908,1,40,civil office,[為官者：文],0,0,0,,
20909,1,40,civil office,[為官者：文],0,0,0,,
20910,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,2312,
20910,1,40,civil office,[為官者：文],0,0,0,,
20911,1,40,civil office,[為官者：文],0,0,0,,
20912,1,40,civil office,[為官者：文],0,0,0,,
20913,1,40,civil office,[為官者：文],0,0,0,,
20914,1,40,civil office,[為官者：文],0,0,0,,
20915,1,40,civil office,[為官者：文],0,0,0,,
20916,1,40,civil office,[為官者：文],0,0,0,,
20917,1,68,office: finance,[財政官員],0,0,0,,
20917,2,34,office:state council,[宰執],0,0,0,,
20918,1,40,civil office,[為官者：文],0,0,0,,
20919,1,40,civil office,[為官者：文],0,0,0,,
20920,1,68,office: finance,[財政官員],0,0,0,,
20921,1,68,office: finance,[財政官員],0,0,0,,
20923,1,40,civil office,[為官者：文],0,0,0,,
20924,1,40,civil office,[為官者：文],0,0,0,,
20925,1,52,literati,士人,0,0,0,,
20926,1,52,literati,士人,0,0,0,,
20927,1,40,civil office,[為官者：文],0,0,0,,
20928,1,40,civil office,[為官者：文],0,0,0,,
20929,1,68,office: finance,[財政官員],0,0,0,,
20930,1,40,civil office,[為官者：文],0,0,0,,
20931,1,34,office:state council,[宰執],0,0,0,,
20932,1,40,civil office,[為官者：文],0,0,0,,
20933,1,40,civil office,[為官者：文],0,0,0,,
20935,0,94,teacher,收徒講學,,,7596,3807,
20935,1,40,civil office,[為官者：文],0,0,0,,
20937,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20938,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20939,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20939,1,119,chose not to participate in exams,主動放棄科舉,0,0,0,,From Hartwell Entry data
20940,1,40,civil office,[為官者：文],0,0,0,,
20941,1,40,civil office,[為官者：文],0,0,0,,
20942,1,40,civil office,[為官者：文],0,0,0,,
20943,1,40,civil office,[為官者：文],0,0,0,,
20944,1,40,civil office,[為官者：文],0,0,0,,
20945,1,94,teacher,收徒講學,0,0,0,,
20946,1,52,literati,士人,0,0,0,,
20949,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20950,1,40,civil office,[為官者：文],0,0,0,,
20951,1,52,literati,士人,0,0,0,,
20952,1,40,civil office,[為官者：文],0,0,0,,
20953,1,40,civil office,[為官者：文],0,0,0,,
20955,1,40,civil office,[為官者：文],0,0,0,,
20956,1,110,recluse who refused office,隱居不仕,0,0,0,,
20956,1,117,refused office,拒絕出仕,0,0,0,,From Hartwell Entry data
20957,1,40,civil office,[為官者：文],0,0,0,,
20958,1,40,civil office,[為官者：文],0,0,0,,
20959,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20960,0,12,Confucian learning,儒學,,,0,,
20960,0,36,local literatus / gentry,地方士人/鄉紳,,,7596,7302,
20960,1,94,teacher,收徒講學,0,0,7596,7302,
20961,1,52,literati,士人,0,0,0,,
20962,1,52,literati,士人,0,0,0,,
20963,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20964,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20965,1,40,civil office,[為官者：文],0,0,0,,
20966,1,40,civil office,[為官者：文],0,0,0,,
20969,1,68,office: finance,[財政官員],0,0,0,,
20970,1,40,civil office,[為官者：文],0,0,0,,
20971,1,40,civil office,[為官者：文],0,0,0,,
20973,1,40,civil office,[為官者：文],0,0,0,,
20974,1,40,civil office,[為官者：文],0,0,0,,
20975,1,40,civil office,[為官者：文],0,0,0,,
20976,1,40,civil office,[為官者：文],0,0,0,,
20977,1,40,civil office,[為官者：文],0,0,0,,
20978,1,40,civil office,[為官者：文],0,0,0,,
20979,1,40,civil office,[為官者：文],0,0,0,,
20980,0,40,civil office,[為官者：文],,,0,,
20980,1,68,office: finance,[財政官員],0,0,0,,
20981,0,197,scholar of Classics (Spring and Autumn Annals),經學家—春秋,,,7596,21789,
20981,1,94,teacher,收徒講學,0,0,0,,
20982,1,40,civil office,[為官者：文],0,0,0,,
20983,1,40,civil office,[為官者：文],0,0,0,,
20984,1,40,civil office,[為官者：文],0,0,0,,
20985,0,233,skilled at writing,工於文,,,7596,4676,
20985,0,235,ci lyric writer,詞人,,,7596,4676,
20985,1,40,civil office,[為官者：文],0,0,0,,
20986,1,40,civil office,[為官者：文],0,0,0,,
20987,1,40,civil office,[為官者：文],0,0,0,,
20988,1,40,civil office,[為官者：文],0,0,0,,
20989,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20990,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20991,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
20992,0,164,Classicist,經學家,,,7596,8450,
20992,1,34,office:state council,[宰執],0,0,0,,
20993,1,68,office: finance,[財政官員],0,0,0,,
20997,1,40,civil office,[為官者：文],0,0,0,,
20998,1,40,civil office,[為官者：文],0,0,0,,
20999,1,40,civil office,[為官者：文],0,0,0,,
21000,1,40,civil office,[為官者：文],0,0,0,,
21001,1,40,civil office,[為官者：文],0,0,0,,
21003,1,40,civil office,[為官者：文],0,0,0,,
21004,1,40,civil office,[為官者：文],0,0,0,,
21005,1,40,civil office,[為官者：文],0,0,0,,
21006,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21007,1,8,buddhist monk,僧人,0,0,0,,
21008,1,40,civil office,[為官者：文],0,0,0,,
21010,1,40,civil office,[為官者：文],0,0,0,,
21012,1,40,civil office,[為官者：文],0,0,0,,
21013,1,40,civil office,[為官者：文],0,0,0,,
21014,1,40,civil office,[為官者：文],0,0,0,,
21015,0,52,literati,士人,,,0,,
21015,1,40,civil office,[為官者：文],0,0,0,,
21016,0,40,civil office,[為官者：文],,,0,,
21016,0,142,historian,史學家,,,0,,
21016,1,68,office: finance,[財政官員],0,0,0,,
21017,1,40,civil office,[為官者：文],0,0,0,,
21018,1,40,civil office,[為官者：文],0,0,0,,
21021,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21022,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21023,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21027,1,40,civil office,[為官者：文],0,0,0,,
21028,1,40,civil office,[為官者：文],0,0,0,,
21031,1,40,civil office,[為官者：文],0,0,0,,
21032,1,40,civil office,[為官者：文],0,0,0,,
21033,1,40,civil office,[為官者：文],0,0,0,,
21034,1,40,civil office,[為官者：文],0,0,0,,
21037,0,164,Classicist,經學家,,,0,,
21037,1,52,literati,士人,0,0,0,,
21038,0,164,Classicist,經學家,,,0,,
21038,1,40,civil office,[為官者：文],0,0,0,,
21039,0,85,academy (shuyuan) director,書院山長,,,7596,10785,
21039,0,142,historian,史學家,,,7596,10785,
21039,0,180,erudite,博學之人,,,7596,10785,
21039,1,40,civil office,[為官者：文],0,0,0,,
21041,1,40,civil office,[為官者：文],0,0,0,,
21042,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21044,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21045,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21046,1,100,student: university,[大學生],0,0,0,,
21046,2,40,civil office,[為官者：文],0,0,0,,
21049,0,238,rhapsody writer,工於作賦,,,7596,12085,
21049,1,40,civil office,[為官者：文],0,0,0,,
21050,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21051,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21052,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21053,1,94,teacher,收徒講學,0,0,7596,3879,
21054,0,39,respected by locality,為邑里所重,,,7596,3914,
21054,1,36,local literatus / gentry,地方士人/鄉紳,0,0,7596,3914,
21054,2,40,civil office,[為官者：文],0,0,0,,
21055,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21056,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21058,1,52,literati,士人,0,0,0,,
21059,0,32,manager of family affairs,主家事,,,7596,3917,
21059,1,52,literati,士人,0,0,0,,
21060,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21061,1,52,literati,士人,0,0,0,,
21062,1,52,literati,士人,0,0,0,,
21066,1,40,civil office,[為官者：文],0,0,0,,
21067,1,40,civil office,[為官者：文],0,0,0,,
21068,1,40,civil office,[為官者：文],0,0,0,,
21069,1,40,civil office,[為官者：文],0,0,0,,
21070,1,40,civil office,[為官者：文],0,0,0,,
21071,1,40,civil office,[為官者：文],0,0,0,,
21072,1,40,civil office,[為官者：文],0,0,0,,
21073,1,40,civil office,[為官者：文],0,0,0,,
21074,1,68,office: finance,[財政官員],0,0,0,,
21075,1,40,civil office,[為官者：文],0,0,0,,
21076,1,40,civil office,[為官者：文],0,0,0,,
21077,1,40,civil office,[為官者：文],0,0,0,,
21078,1,40,civil office,[為官者：文],0,0,0,,
21079,1,40,civil office,[為官者：文],0,0,0,,
21080,1,69,office: chief councilor,[宰相],0,0,0,,
21081,1,40,civil office,[為官者：文],0,0,0,,
21082,1,69,office: chief councilor,[宰相],0,0,0,,
21083,1,40,civil office,[為官者：文],0,0,0,,
21084,1,61,military,[武官],0,0,0,,
21086,1,52,literati,士人,0,0,0,,
21088,1,40,civil office,[為官者：文],0,0,0,,
21089,1,40,civil office,[為官者：文],0,0,0,,
21090,1,24,died before taking office,未仕而卒,0,0,0,,
21090,1,120,died before exams,未參加科舉而卒,0,0,0,,From Hartwell Entry data
21091,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
21092,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21093,0,189,scholar of Classics (Book of Change),經學家—易經,,,7596,2373,
21093,0,238,rhapsody writer,工於作賦,,,7596,2373,
21093,1,40,civil office,[為官者：文],0,0,0,,
21094,1,40,civil office,[為官者：文],0,0,0,,
21095,1,40,civil office,[為官者：文],0,0,0,,
21096,1,40,civil office,[為官者：文],0,0,0,,
21097,0,30,failed exams literatus,落第士人,,,7596,2382,
21097,0,144,holder of a private library,藏書家,,,7596,2382,
21097,1,40,civil office,[為官者：文],0,0,0,,
21098,1,40,civil office,[為官者：文],0,0,0,,
21100,1,63,militia leader,義軍首領,0,0,0,,
21100,2,40,civil office,[為官者：文],0,0,0,,
21101,0,147,filial son/daughter,孝子/孝女,,,7596,2333,
21101,1,40,civil office,[為官者：文],0,0,0,,
21102,1,40,civil office,[為官者：文],0,0,0,,
21103,1,40,civil office,[為官者：文],0,0,0,,
21105,1,13,clerical staff,胥吏,0,0,0,,
21106,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21107,1,40,civil office,[為官者：文],0,0,0,,
21108,1,100,student: university,[大學生],0,0,0,,
21108,1,130,student: taixuesheng,[太學生],0,0,0,,From Hartwell Entry data
21109,1,100,student: university,[大學生],0,0,0,,
21109,1,130,student: taixuesheng,[太學生],0,0,0,,From Hartwell Entry data
21110,1,100,student: university,[大學生],0,0,0,,
21110,1,130,student: taixuesheng,[太學生],0,0,0,,From Hartwell Entry data
21111,1,100,student: university,[大學生],0,0,0,,
21111,1,130,student: taixuesheng,[太學生],0,0,0,,From Hartwell Entry data
21112,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21113,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21114,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21115,0,147,filial son/daughter,孝子/孝女,,,7596,2335,
21115,0,264,fond of learning,好學,,,7596,2335,
21115,1,115,student: juren,[舉人],0,0,0,,
21116,1,61,military,[武官],0,0,0,,
21117,1,61,military,[武官],0,0,0,,
21119,1,40,civil office,[為官者：文],0,0,0,,
21120,1,40,civil office,[為官者：文],0,0,0,,
21121,1,40,civil office,[為官者：文],0,0,0,,
21123,1,12,Confucian learning,儒學,0,0,0,,
21124,1,12,Confucian learning,儒學,0,0,0,,
21125,1,12,Confucian learning,儒學,0,0,0,,
21126,1,40,civil office,[為官者：文],0,0,0,,
21127,1,40,civil office,[為官者：文],0,0,0,,
21128,1,40,civil office,[為官者：文],0,0,0,,
21129,1,40,civil office,[為官者：文],0,0,0,,
21130,1,40,civil office,[為官者：文],0,0,0,,
21131,1,40,civil office,[為官者：文],0,0,0,,
21132,1,40,civil office,[為官者：文],0,0,0,,
21133,1,40,civil office,[為官者：文],0,0,0,,
21134,1,40,civil office,[為官者：文],0,0,0,,
21136,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21137,0,147,filial son/daughter,孝子/孝女,,,7596,4353,
21137,1,40,civil office,[為官者：文],0,0,0,,
21139,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21140,1,40,civil office,[為官者：文],0,0,0,,
21141,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,4383,
21141,1,40,civil office,[為官者：文],0,0,0,,
21142,0,12,Confucian learning,儒學,,,0,,
21142,0,76,recluse,[隱士],,,0,,
21142,0,164,Classicist,經學家,,,7596,4416,
21142,1,52,literati,士人,0,0,0,,
21146,0,36,local literatus / gentry,地方士人/鄉紳,,,0,,
21146,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,4982,
21147,1,40,civil office,[為官者：文],0,0,0,,
21148,1,52,literati,士人,0,0,0,,
21149,1,63,militia leader,義軍首領,0,0,0,,
21153,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,7460,
21153,1,40,civil office,[為官者：文],0,0,0,,
21154,1,40,civil office,[為官者：文],0,0,0,,
21155,1,61,military,[武官],0,0,0,,
21156,1,61,military,[武官],0,0,0,,
21157,1,61,military,[武官],0,0,0,,
21158,1,61,military,[武官],0,0,0,,
21165,1,40,civil office,[為官者：文],0,0,0,,
21166,1,40,civil office,[為官者：文],0,0,0,,
21167,0,114,poet,詩人,,,7596,4317,
21167,0,264,fond of learning,好學,,,7596,4317,
21167,1,40,civil office,[為官者：文],0,0,0,,
21169,0,256,military strategist,熟諳兵法韜略、軍事家,,,7596,17558,
21169,1,40,civil office,[為官者：文],0,0,0,,
21170,1,40,civil office,[為官者：文],0,0,0,,
21171,1,40,civil office,[為官者：文],0,0,0,,
21172,1,40,civil office,[為官者：文],0,0,0,,
21173,1,40,civil office,[為官者：文],0,0,0,,
21174,1,40,civil office,[為官者：文],0,0,0,,
21175,1,40,civil office,[為官者：文],0,0,0,,
21176,1,40,civil office,[為官者：文],0,0,0,,
21177,1,40,civil office,[為官者：文],0,0,0,,
21178,1,40,civil office,[為官者：文],0,0,0,,
21179,1,15,community leader,鄉里長者,0,0,0,,
21180,0,52,literati,士人,0,0,7596,,
21180,0,142,historian,史學家,0,0,7596,,
21180,0,239,rhymed prose (pianwen) writer,工於駢體文,,,7596,268,
21180,1,40,civil office,[為官者：文],0,0,0,,
21181,1,40,civil office,[為官者：文],0,0,0,,
21182,1,40,civil office,[為官者：文],0,0,0,,
21183,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21184,1,40,civil office,[為官者：文],0,0,0,,
21185,1,40,civil office,[為官者：文],0,0,0,,
21186,1,40,civil office,[為官者：文],0,0,0,,
21187,1,69,office: chief councilor,[宰相],0,0,0,,
21188,1,69,office: chief councilor,[宰相],0,0,0,,
21189,1,40,civil office,[為官者：文],0,0,0,,
21190,1,69,office: chief councilor,[宰相],0,0,0,,
21191,1,40,civil office,[為官者：文],0,0,0,,
21192,1,40,civil office,[為官者：文],0,0,0,,
21193,1,40,civil office,[為官者：文],0,0,0,,
21194,0,9,calligrapher,書法家,,,38297,0,
21194,0,114,poet,詩人,,,38297,0,
21194,0,165,man of culture (wenren),文人,,,38297,0,
21194,0,233,skilled at writing,工於文,,,24309,pers01112,《全唐詩・卷520―527》《全唐詩補編・續拾・卷29》《全唐詩補編・續補遺・卷7》《全唐詩補編・補逸・卷12》《補遺》《全唐文・卷748―756》(據唐代人物知識ベース)。
21194,1,40,civil office,[為官者：文],0,0,0,,
21195,0,12,Confucian learning,儒學,,,27134,卷 5677,儒學起家
21195,2,53,holder of minor office,[低級官僚],0,0,0,,
21197,1,36,local literatus / gentry,地方士人/鄉紳,0,0,0,,
21198,0,40,civil office,[為官者：文],0,0,7596,,
21199,1,40,civil office,[為官者：文],0,0,0,,
21200,1,40,civil office,[為官者：文],0,0,0,,
21202,1,68,office: finance,[財政官員],0,0,0,,
21203,1,40,civil office,[為官者：文],0,0,0,,
21204,1,61,military,[武官],0,0,0,,
21205,1,61,military,[武官],0,0,0,,
21206,1,61,military,[武官],0,0,0,,
21207,1,26,emperor,[皇帝],0,0,0,,
21208,1,33,farmer,農民,0,0,0,,
21209,1,33,farmer,農民,0,0,0,,
21210,1,33,farmer,農民,0,0,0,,
21211,1,33,farmer,農民,0,0,0,,
21212,1,33,farmer,農民,0,0,0,,
21213,0,157,honest official,良吏;循吏,,,7596,2426,
21213,1,40,civil office,[為官者：文],0,0,0,,
21214,0,253,excelled in particular musical instruments,精於某種樂器,,,7596,23148,
21214,1,52,literati,士人,0,0,0,,
21214,1,121,chose not to seek office,不求仕,0,0,0,,From Hartwell Entry data
21215,0,114,poet,詩人,,,7596,23152,
21215,1,52,literati,士人,0,0,0,,
21215,1,121,chose not to seek office,不求仕,0,0,7596,23152,From Hartwell Entry data
21216,1,94,teacher,收徒講學,0,0,0,,
21217,1,40,civil office,[為官者：文],0,0,0,,
21219,1,61,military,[武官],0,0,0,,
21220,1,61,military,[武官],0,0,0,,
21221,1,61,military,[武官],0,0,0,,
21222,1,40,civil office,[為官者：文],0,0,0,,
21223,1,61,military,[武官],0,0,0,,
21224,1,33,farmer,農民,0,0,0,,
21225,0,147,filial son/daughter,孝子/孝女,,,7596,2450,
21225,1,24,died before taking office,未仕而卒,0,0,0,,
21226,1,40,civil office,[為官者：文],0,0,0,,
21228,0,148,multigenerational family,義門,,,7596,20533,
21228,1,33,farmer,農民,0,0,0,,
21229,1,40,civil office,[為官者：文],0,0,0,,
21230,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
21231,0,22,died young,早卒(未成年而卒),,,7596,2442,
21231,0,120,died before exams,未參加科舉而卒,,,7596,2442,
21231,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
21232,1,9,calligrapher,書法家,0,0,0,,頗長於隸，鄉人多寶其真蹟。
21233,0,121,chose not to seek office,不求仕,,,7596,2448,
21233,1,71,painter,畫家,0,0,0,,
21234,0,40,civil office,[為官者：文],,,7596,,
21234,0,146,Neo-Confucian thinker (lixue),理學家,,,7596,2453,
21234,1,52,literati,士人,0,0,0,,
21234,1,119,chose not to participate in exams,主動放棄科舉,0,0,0,,From Hartwell Entry data
21234,2,53,holder of minor office,[低級官僚],0,0,0,,
21235,0,141,dynastic martyr,死國難,0,0,7596,,
21235,1,40,civil office,[為官者：文],0,0,0,,
21236,1,68,office: finance,[財政官員],0,0,0,,
21237,1,40,civil office,[為官者：文],0,0,0,,
21238,1,40,civil office,[為官者：文],0,0,0,,
21239,1,40,civil office,[為官者：文],0,0,0,,
21240,0,114,poet,詩人,,,7596,23518,
21240,1,76,recluse,[隱士],0,0,0,,
21240,1,121,chose not to seek office,不求仕,0,0,0,,From Hartwell Entry data
21241,1,8,buddhist monk,僧人,0,0,7596,24167,
21242,0,114,poet,詩人,,,7596,23505,
21242,1,109,yinju (or yinde),[隱居（有隱德）],0,0,0,,
21242,1,121,chose not to seek office,不求仕,0,0,0,,From Hartwell Entry data
21245,1,61,military,[武官],0,0,0,,
21246,0,163,philologist,小學家,,,7596,23620,
21246,0,201,philologist (xungu - semantics),小學家－訓詁學,,,7596,23620,
