c_personid,c_assoc_id,c_assoc_code,c_assoc_desc,c_assoc_desc_chn,c_assoc_first_year,c_assoc_last_year,c_addr_id,c_source,c_pages,c_notes
696877,591,0,[Undefined],未詳,-9999,,0,64847,北宋卷 156 蘇通墓誌,
3624,10585,0,[Undefined],未詳,1196,,0,0,,
10589,10585,0,[Undefined],未詳,1196,,0,0,,
30284,30628,0,[Undefined],未詳,-9999,,0,39136,lgid=152149,
30849,30628,0,[Undefined],未詳,-9999,,0,39136,lgid=152149,
68509,30847,0,[Undefined],未詳,-9999,,0,38685,lgid=356638,
55817,34189,0,[Undefined],未詳,-9999,,0,57941,lgid=1160867,
56862,34189,0,[Undefined],未詳,-9999,,0,57941,lgid=1160867,
65933,34189,0,[Undefined],未詳,-9999,,0,65192,lgid=1163595,
34702,34219,0,[Undefined],未詳,-9999,,0,39136,lgid=152102,
68272,34219,0,[Undefined],未詳,-9999,,0,39136,lgid=152102,
348022,34807,0,[Undefined],未詳,-9999,,0,70688,卷之三,孫奇逢祠堂碑記撰文者
59056,57355,0,[Undefined],未詳,-9999,,0,39136,lgid=152106,
56847,58603,0,[Undefined],未詳,-9999,,0,57941,lgid=1160868,
65954,66070,0,[Undefined],未詳,-9999,,0,39136,lgid=152154,
700744,76145,0,[Undefined],未詳,-9999,,0,0,lgid=630821,總里萬承恩之負其闔戸租也，代輸百金以釋之。
30849,78479,0,[Undefined],未詳,-9999,,0,39136,lgid=152340,
29954,79422,0,[Undefined],未詳,-9999,,0,57941,lgid=1160873,
77544,83391,0,[Undefined],未詳,-9999,,0,4763,lgid=243407,
72986,83402,0,[Undefined],未詳,-9999,,0,4763,lgid=243406,
79460,83402,0,[Undefined],未詳,-9999,,0,4763,lgid=243406,
83391,83402,0,[Undefined],未詳,-9999,,0,4763,lgid=243406,
56849,90030,0,[Undefined],未詳,-9999,,0,57941,lgid=1160880,
58079,90030,0,[Undefined],未詳,-9999,,0,57941,lgid=1160880,
34215,128182,0,[Undefined],未詳,-9999,,0,39136,lgid=152103,
203682,128711,0,[Undefined],未詳,-9999,,0,39136,lgid=152143,
34219,129440,0,[Undefined],未詳,-9999,,0,39136,lgid=152152,
126976,129440,0,[Undefined],未詳,-9999,,0,39136,lgid=152152,
34748,130558,0,[Undefined],未詳,-9999,,0,39136,lgid=152104,
696716,130558,0,[Undefined],未詳,-9999,,0,39136,lgid=152104,
525132,130730,0,[Undefined],未詳,-9999,,0,39136,lgid=152156,
34219,130742,0,[Undefined],未詳,-9999,,0,39136,lgid=152148,
201253,131269,0,[Undefined],未詳,-9999,,0,39136,lgid=152137,
68363,131945,0,[Undefined],未詳,-9999,,0,39136,lgid=152144,
124055,132667,0,[Undefined],未詳,-9999,,0,2067,lgid=65797,劾執政沈一貫
65942,133108,0,[Undefined],未詳,-9999,,0,2067,lgid=65798,以中救黃道周○○○罷歸
351472,133108,0,[Undefined],未詳,-9999,,0,60745,6,《增修毘陵人品記》叙，［明］毛憲、［明］葉金 初編，［明］顧憲成 重編，［明］吴亮 增補 ，王繼宗 點校 ：《毗陵人品記•叙（錢春）》，《常州歷史文獻叢書 第1輯——毗陵人品記》，鳳凰出版社，2013年07月，第6頁。
132356,202922,0,[Undefined],未詳,-9999,,0,38685,lgid=356634,爲鄭副使世威屬稿
124310,235134,0,[Undefined],未詳,-9999,,0,39136,lgid=152153,
65954,341289,0,[Undefined],未詳,-9999,,0,2067,lgid=65799,以忤○○○魏璫歸
34807,348022,0,[Undefined],未詳,-9999,,0,70688,卷之三,孫奇逢祠堂碑記撰文者
78479,352360,0,[Undefined],未詳,-9999,,0,39136,lgid=152147,
128050,353275,0,[Undefined],未詳,-9999,,0,39136,lgid=152161,
29954,354987,0,[Undefined],未詳,-9999,,0,57941,lgid=1160864,
33923,354987,0,[Undefined],未詳,-9999,,0,57941,lgid=1160864,
30628,355282,0,[Undefined],未詳,-9999,,0,39136,lgid=152158,
55817,657623,0,[Undefined],未詳,-9999,,0,57941,lgid=1160869,
30607,684041,0,[Undefined],未詳,-9999,,0,38685,lgid=356640,
691910,684042,0,[Undefined],未詳,-9999,,0,38685,lgid=356642,林某向應彥卿求印信以杜争端，彥卿为之印
690942,690941,0,[Undefined],未詳,-9999,,0,0,,
690941,690942,0,[Undefined],未詳,-9999,,0,0,,
691879,691871,0,[Undefined],未詳,-9999,,0,64847,一二二 王貽永母申氏墓誌,
691871,691879,0,[Undefined],未詳,-9999,,0,64847,一二二 王貽永母申氏墓誌,
684042,691910,0,[Undefined],未詳,-9999,,0,38685,lgid=356642,林某向應彥卿求印信以杜争端，彥卿为之印
57598,696706,0,[Undefined],未詳,-9999,,0,57941,lgid=1160858,
696589,696723,0,[Undefined],未詳,-9999,,0,64847,一四四 呂昭素墓誌,
696589,696725,0,[Undefined],未詳,-9999,,0,64847,一四四 呂昭素墓誌,
696589,696729,0,[Undefined],未詳,-9999,,0,64847,一四四 呂昭素墓誌,
696788,696729,0,[Undefined],未詳,-9999,,0,64847,一四四 呂昭素墓誌,
696788,696815,0,[Undefined],未詳,-9999,,0,64847,一五二 高惟正墓誌,
696788,696824,0,[Undefined],未詳,-9999,,0,64847,一五二 高惟正墓誌,
696788,696826,0,[Undefined],未詳,-9999,,0,64847,一五二 高惟正墓誌,
696877,696898,0,[Undefined],未詳,-9999,,0,64847,北宋卷 156 蘇通墓誌,
696932,696918,0,[Undefined],未詳,-9999,,0,57941,lgid=1160890,
697031,697076,0,[Undefined],未詳,-9999,,0,64847,一六二 郭璪墓誌,
83695,697112,0,[Undefined],未詳,-9999,,0,4763,lgid=243491,
697563,697546,0,[Undefined],未詳,-9999,,0,64847,一六六 和以正墓誌,造棺木人
697546,697563,0,[Undefined],未詳,-9999,,0,64847,一六六 和以正墓誌,造棺木人
1762,77,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,14165,封秀國公 升之深狡多智數 初附王安石 既為相 時為小異
8008,175,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
1762,195,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
8044,201,4,Patron of (= Client was),是Y的恩主,1136,,0,0,,
279,245,4,Patron of (= Client was),是Y的恩主,1041,,0,0,,
8008,252,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,12718,除太學官 建炎初官給事中 以秦檜用事致仕 檜卒 起吏部侍郎、參知政事
8008,334,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
8024,405,4,Patron of (= Client was),是Y的恩主,1139,,0,0,,
40636,455,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
8044,469,4,Patron of (= Client was),是Y的恩主,1136,,0,0,,
1762,485,4,Patron of (= Client was),是Y的恩主,1110,,0,0,,
461,548,4,Patron of (= Client was),是Y的恩主,1103,,0,0,,
1488,560,4,Patron of (= Client was),是Y的恩主,1086,,0,0,,
1309,753,4,Patron of (= Client was),是Y的恩主,1087,,0,0,,
1762,753,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
8115,890,4,Patron of (= Client was),是Y的恩主,996,,0,0,,
8008,896,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
1646,942,4,Patron of (= Client was),是Y的恩主,1039,,0,0,,
1314,996,4,Patron of (= Client was),是Y的恩主,1089,,0,0,,
1488,996,4,Patron of (= Client was),是Y的恩主,1086,,0,0,,
1641,1002,4,Patron of (= Client was),是Y的恩主,1023,,0,0,,
1641,1022,4,Patron of (= Client was),是Y的恩主,1023,,0,0,,
1762,1024,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
333,1174,4,Patron of (= Client was),是Y的恩主,1101,,0,0,,
8131,1174,4,Patron of (= Client was),是Y的恩主,1117,,0,0,,
3710,1221,4,Patron of (= Client was),是Y的恩主,945,,0,0,,
1646,1232,4,Patron of (= Client was),是Y的恩主,1039,,0,0,,
333,1294,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,6705,紹聖中擢寶文閣待制 知開封府 專附章惇、蔡卞 多殺不辜 燬案牘以滅口
8131,1294,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,6705,紹聖中擢寶文閣待制 知開封府 專附章惇、蔡卞 多殺不辜 燬案牘以滅口
8008,1373,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
8008,1382,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
1646,1391,4,Patron of (= Client was),是Y的恩主,1039,,0,0,,
1641,1430,4,Patron of (= Client was),是Y的恩主,1023,,0,0,,
1960,1453,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
1762,1521,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
8065,1599,4,Patron of (= Client was),是Y的恩主,1129,,0,0,,
1762,1630,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
1762,1647,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,20923,第嘉祐四年進士 擢監察御史裏行 初附王安石 及知神宗已厭之 即疏其過以賈直
272,1648,4,Patron of (= Client was),是Y的恩主,1112,,0,0,,
8008,1673,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
8150,1903,4,Patron of (= Client was),是Y的恩主,1007,,0,0,,
8008,1908,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,1517,除廣西轉運判官 皆有政績 後附麗秦檜 歷御史中丞 至參知政事
1646,2003,4,Patron of (= Client was),是Y的恩主,1039,,0,0,,
8026,2022,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
12036,2022,4,Patron of (= Client was),是Y的恩主,1116,,0,0,,
1309,2032,4,Patron of (= Client was),是Y的恩主,1087,,0,0,,
1762,2032,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
3326,3092,4,Patron of (= Client was),是Y的恩主,1207,,0,0,,
3326,3108,4,Patron of (= Client was),是Y的恩主,1207,,0,0,,
4013,3108,4,Patron of (= Client was),是Y的恩主,1206,,0,0,,
1649,3501,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,5361,濮州人 及之子 以附蔡京 累官至工部尚書 卒贈光祿大夫
333,3503,4,Patron of (= Client was),是Y的恩主,1101,,0,0,,
8044,3639,4,Patron of (= Client was),是Y的恩主,1136,,0,0,,
4221,3727,4,Patron of (= Client was),是Y的恩主,1221,,0,0,,
3326,3768,4,Patron of (= Client was),是Y的恩主,1207,,0,0,,
3326,4013,4,Patron of (= Client was),是Y的恩主,1207,,0,0,,
333,7106,4,Patron of (= Client was),是Y的恩主,1101,,0,0,,
1488,7106,4,Patron of (= Client was),是Y的恩主,1086,,0,0,,
1649,7106,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
8043,7249,4,Patron of (= Client was),是Y的恩主,1045,,0,0,,
1762,7286,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
8008,7373,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,1594,金人入江西 坐失守削籍 秦檜為其兄仲山婿 當國時 啟懇開陳
1762,7383,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
1707,7397,4,Patron of (= Client was),是Y的恩主,1103,,0,0,,
1641,8006,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,22383,進尚書 仁宗朝拜樞密使 初附丁謂逐寇準 謂禍既萌 復擠謂以自解
1649,8025,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
8146,8025,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
1649,8038,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
1646,8043,4,Patron of (= Client was),是Y的恩主,1039,,0,0,,
8026,8078,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
12036,8078,4,Patron of (= Client was),是Y的恩主,1116,,0,0,,
8026,8079,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
12036,8079,4,Patron of (= Client was),是Y的恩主,1116,,0,0,,
1649,8092,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,21296,累官至中書侍郎 無他才能 以附蔡京故躐進 京以彗星見去相 逵首勸徽宗碎元祐黨碑
1649,8094,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,20549,年七十三 諡襄靖 炤早附蔡京 其後立朝 至位二府
134,8096,4,Patron of (= Client was),是Y的恩主,1013,,0,0,,
8008,8122,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,15371,遷禮部侍郎 除端明殿學士 以附秦檜晉參知政事 拜右僕射 尋罷
8043,8127,4,Patron of (= Client was),是Y的恩主,1045,,0,0,,
1649,8160,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
8026,8163,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
12036,8163,4,Patron of (= Client was),是Y的恩主,1116,,0,0,,
7052,8169,4,Patron of (= Client was),是Y的恩主,1119,,0,0,,
1649,8171,4,Patron of (= Client was),是Y的恩主,1120,,0,0,,諂附蔡京，援引入政府。
3897,8175,4,Patron of (= Client was),是Y的恩主,1121,,0,0,,
1641,8177,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,14553,師事徐鉉 第雍熙二年進士 後附王欽若、丁謂 仕至兵部侍郎 性博聞強記
1768,8177,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,14553,師事徐鉉 第雍熙二年進士 後附王欽若、丁謂 仕至兵部侍郎 性博聞強記
9002,10042,4,Patron of (= Client was),是Y的恩主,997,,0,0,,
1000,10111,4,Patron of (= Client was),是Y的恩主,1097,,0,0,,
3727,10386,4,Patron of (= Client was),是Y的恩主,1233,,0,0,,
3768,11407,4,Patron of (= Client was),是Y的恩主,1196,,0,0,,
1488,11688,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,9667,太皇太后攝政 退王安石之黨 用司馬光等 廢新法 成元祐之治
1762,12125,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
116,12395,4,Patron of (= Client was),是Y的恩主,1056,,0,0,,
3092,12466,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
703,13109,4,Patron of (= Client was),是Y的恩主,1049,,0,7596,22365,神宗立 御史論其傾險憸薄 傾附賈昌朝、夏竦以陷正人 文辭淺繆 不宜冒居翰苑
8031,13109,4,Patron of (= Client was),是Y的恩主,1059,,0,0,,
1649,13649,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
8008,13803,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
8178,14382,4,Patron of (= Client was),是Y的恩主,1143,,0,0,,
3326,14450,4,Patron of (= Client was),是Y的恩主,1207,,0,7596,16502,晉直煥章閣 改浙西提刑 以阿附韓侂冑召除中書舍人直學士院 嘗承侂冑意草詔 妄詆善類
1707,14584,4,Patron of (= Client was),是Y的恩主,1103,,0,0,,
10374,15214,4,Patron of (= Client was),是Y的恩主,1272,,0,0,,
10374,15220,4,Patron of (= Client was),是Y的恩主,1272,,0,0,,
10374,15221,4,Patron of (= Client was),是Y的恩主,1272,,0,0,,
1762,16211,4,Patron of (= Client was),是Y的恩主,1080,,0,0,,
8008,17511,4,Patron of (= Client was),是Y的恩主,1155,,0,0,,
630,19670,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,10425,年六十六 復既病 韓琦言於仁宗 選書吏給紙筆 命其門人祖無擇就其家得書十有五篇
8043,19670,4,Patron of (= Client was),是Y的恩主,1045,,0,0,,
150,20029,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
630,22245,4,Patron of (= Client was),是Y的恩主,1068,,0,0,,
559,22660,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,9390,遷起居郎 改國子祭酒 紹聖初言者論其阿附呂大防、范純仁 謫知信州 再貶水部員外郎
8024,22849,4,Patron of (= Client was),是Y的恩主,1139,,0,0,,
440,24379,4,Patron of (= Client was),是Y的恩主,1093,,0,0,,
24657,24656,4,Patron of (= Client was),是Y的恩主,1126,,0,0,,
3200,24795,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,8629,紹熙中為司農寺主簿 遷秘書郎 韓侂冑逐朱熹、趙汝愚 擢紘監察御史 紘未達時
3326,24795,4,Patron of (= Client was),是Y的恩主,1207,,0,0,,
3326,24801,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,12873,為人機警 柔回善諧 阿附韓侂冑 誣逐時賢 累知樞密院事
8135,25092,4,Patron of (= Client was),是Y的恩主,1030,,0,0,,
25403,27318,4,Patron of (= Client was),是Y的恩主,234,,0,0,,
19123,27601,4,Patron of (= Client was),是Y的恩主,1283,,0,0,,
55836,29876,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
56839,29876,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
57670,29876,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
57783,29876,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
59368,29876,4,Patron of (= Client was),是Y的恩主,0,,0,0,,
62146,29876,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
24645,31938,4,Patron of (= Client was),是Y的恩主,709,,0,0,,
3927,33606,4,Patron of (= Client was),是Y的恩主,794,,0,0,,
33597,33606,4,Patron of (= Client was),是Y的恩主,806,,0,0,,
59056,33892,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
628,38802,4,Patron of (= Client was),是Y的恩主,0,,0,7596,,
1649,39381,4,Patron of (= Client was),是Y的恩主,0,,0,7596,,蔡京自錢塘過吳，因交之，攜以歸，竄名童貫軍中，因以得官。
1649,41743,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,6435,不肯附以進取 大觀中為御史中丞 附附蔡京 劾張康國 帝怒
45033,44957,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
45448,45445,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
3897,48673,4,Patron of (= Client was),是Y的恩主,-1,,0,7596,15845,少剛直 負高世之志 建炎初從宗澤至汴 將授以官 即辭歸
55188,55186,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
54681,56568,4,Patron of (= Client was),是Y的恩主,-1,,0,9601,,
58582,61704,4,Patron of (= Client was),是Y的恩主,-1,,,9602,5047,
59079,64089,4,Patron of (= Client was),是Y的恩主,-1,,,9602,7487,
102522,107317,4,Patron of (= Client was),是Y的恩主,-1,,0,27144,30.400-402,吕公既遣諸孫來學於君，復創義塾，聚族人之子弟使就學，委君主其教事
114337,107733,4,Patron of (= Client was),是Y的恩主,-1,,0,0,,
63546,376042,4,Patron of (= Client was),是Y的恩主,-1,,0,38287,50,
63908,376042,4,Patron of (= Client was),是Y的恩主,-1,,0,38287,50,
427910,563051,4,Patron of (= Client was),是Y的恩主,-1,,0,62225,宋故降授西上閤門使新就差知鎮戎軍事兼管内勸農使兼管勾涇原路沿邊安撫司公事武功縣開國男食邑三百户上騎都尉郭公墓誌銘,
427910,563066,4,Patron of (= Client was),是Y的恩主,-1,,0,62225,宋故降授西上閤門使新就差知鎮戎軍事兼管内勸農使兼管勾涇原路沿邊安撫司公事武功縣開國男食邑三百户上騎都尉郭公墓誌銘,幫助許通歸葬其父
427910,563096,4,Patron of (= Client was),是Y的恩主,-1,,0,62225,宋故降授西上閤門使新就差知鎮戎軍事兼管内勸農使兼管勾涇原路沿邊安撫司公事武功縣開國男食邑三百户上騎都尉郭公墓誌銘,
69338,694004,4,Patron of (= Client was),是Y的恩主,-9999,,0,4763,lgid=243596,
694017,694021,4,Patron of (= Client was),是Y的恩主,-9999,,0,4763,lgid=243598,
12395,116,5,Patron was (= Client of),恩主是Y,1071,,0,0,,
8096,134,5,Patron was (= Client of),恩主是Y,1029,,0,0,,
20029,150,5,Patron was (= Client of),恩主是Y,-1,,0,0,,
1648,272,5,Patron was (= Client of),恩主是Y,1109,,0,0,,
245,279,5,Patron was (= Client of),恩主是Y,1030,,0,0,,
1174,333,5,Patron was (= Client of),恩主是Y,1097,,0,0,,
1294,333,5,Patron was (= Client of),恩主是Y,-1,,0,7596,6705,紹聖中擢寶文閣待制 知開封府 專附章惇、蔡卞 多殺不辜 燬案牘以滅口
3503,333,5,Patron was (= Client of),恩主是Y,1103,,0,0,,
7106,333,5,Patron was (= Client of),恩主是Y,1097,,0,0,,
24379,440,5,Patron was (= Client of),恩主是Y,1094,,0,7596,19113,後隨人低昂 初稱蘇軾之賢 後附賈易詆軾 為宣仁后所斥 紹聖中貶少府少監
548,461,5,Patron was (= Client of),恩主是Y,1111,,0,0,,
22660,559,5,Patron was (= Client of),恩主是Y,-1,,0,7596,9390,遷起居郎 改國子祭酒 紹聖初言者論其阿附呂大防、范純仁 謫知信州 再貶水部員外郎
38802,628,5,Patron was (= Client of),恩主是Y,0,,0,7596,,
19670,630,5,Patron was (= Client of),恩主是Y,-1,,0,7596,10425,年六十六 復既病 韓琦言於仁宗 選書吏給紙筆 命其門人祖無擇就其家得書十有五篇
22245,630,5,Patron was (= Client of),恩主是Y,1072,,0,0,,
13109,703,5,Patron was (= Client of),恩主是Y,1071,,0,7596,22365,神宗立 御史論其傾險憸薄 傾附賈昌朝、夏竦以陷正人 文辭淺繆 不宜冒居翰苑
10111,1000,5,Patron was (= Client of),恩主是Y,1108,,0,0,,
753,1309,5,Patron was (= Client of),恩主是Y,1082,,0,0,,
2032,1309,5,Patron was (= Client of),恩主是Y,1104,,0,0,,
996,1314,5,Patron was (= Client of),恩主是Y,1103,,0,0,,
560,1488,5,Patron was (= Client of),恩主是Y,1102,,0,0,,
996,1488,5,Patron was (= Client of),恩主是Y,1103,,0,0,,
7106,1488,5,Patron was (= Client of),恩主是Y,1097,,0,0,,
11688,1488,5,Patron was (= Client of),恩主是Y,-1,,0,7596,9667,太皇太后攝政 退王安石之黨 用司馬光等 廢新法 成元祐之治
1002,1641,5,Patron was (= Client of),恩主是Y,1023,,0,0,,
1022,1641,5,Patron was (= Client of),恩主是Y,1018,,0,0,,
1430,1641,5,Patron was (= Client of),恩主是Y,1022,,0,0,,
8006,1641,5,Patron was (= Client of),恩主是Y,-1,,0,7596,22383,進尚書 仁宗朝拜樞密使 初附丁謂逐寇準 謂禍既萌 復擠謂以自解
8177,1641,5,Patron was (= Client of),恩主是Y,-1,,0,7596,14553,師事徐鉉 第雍熙二年進士 後附王欽若、丁謂 仕至兵部侍郎 性博聞強記
942,1646,5,Patron was (= Client of),恩主是Y,1045,,0,0,,
1232,1646,5,Patron was (= Client of),恩主是Y,1035,,0,0,,
1391,1646,5,Patron was (= Client of),恩主是Y,1054,,0,0,,
2003,1646,5,Patron was (= Client of),恩主是Y,1046,,0,0,,
8043,1646,5,Patron was (= Client of),恩主是Y,1045,,0,0,,
3501,1649,5,Patron was (= Client of),恩主是Y,-1,,0,7596,5361,濮州人 及之子 以附蔡京 累官至工部尚書 卒贈光祿大夫
7106,1649,5,Patron was (= Client of),恩主是Y,1097,,0,0,,
8025,1649,5,Patron was (= Client of),恩主是Y,1127,,0,0,,
8038,1649,5,Patron was (= Client of),恩主是Y,1107,,0,0,,
8092,1649,5,Patron was (= Client of),恩主是Y,-1,,0,7596,21296,累官至中書侍郎 無他才能 以附蔡京故躐進 京以彗星見去相 逵首勸徽宗碎元祐黨碑
8094,1649,5,Patron was (= Client of),恩主是Y,-1,,0,7596,20549,年七十三 諡襄靖 炤早附蔡京 其後立朝 至位二府
8160,1649,5,Patron was (= Client of),恩主是Y,1103,,0,0,,
8171,1649,5,Patron was (= Client of),恩主是Y,1120,,0,0,,諂附蔡京，援引入政府。
13649,1649,5,Patron was (= Client of),恩主是Y,1123,,0,0,,
39381,1649,5,Patron was (= Client of),恩主是Y,0,,0,7596,,蔡京自錢塘過吳，因交之，攜以歸，竄名童貫軍中，因以得官。
41743,1649,5,Patron was (= Client of),恩主是Y,-1,,0,7596,6435,不肯附以進取 大觀中為御史中丞 附附蔡京 劾張康國 帝怒
7397,1707,5,Patron was (= Client of),恩主是Y,1118,,0,0,,
14584,1707,5,Patron was (= Client of),恩主是Y,1100,,0,0,,
77,1762,5,Patron was (= Client of),恩主是Y,-1,,0,7596,14165,封秀國公 升之深狡多智數 初附王安石 既為相 時為小異
195,1762,5,Patron was (= Client of),恩主是Y,1085,,0,0,,
485,1762,5,Patron was (= Client of),恩主是Y,1110,,0,0,,
753,1762,5,Patron was (= Client of),恩主是Y,1082,,0,0,,
1024,1762,5,Patron was (= Client of),恩主是Y,1079,,0,0,,
1521,1762,5,Patron was (= Client of),恩主是Y,1090,,0,0,,
1630,1762,5,Patron was (= Client of),恩主是Y,1086,,0,0,,
1647,1762,5,Patron was (= Client of),恩主是Y,-1,,0,7596,20923,第嘉祐四年進士 擢監察御史裏行 初附王安石 及知神宗已厭之 即疏其過以賈直
2032,1762,5,Patron was (= Client of),恩主是Y,1104,,0,0,,
7286,1762,5,Patron was (= Client of),恩主是Y,1103,,0,0,,
7383,1762,5,Patron was (= Client of),恩主是Y,1100,,0,0,,
12125,1762,5,Patron was (= Client of),恩主是Y,1076,,0,0,,
16211,1762,5,Patron was (= Client of),恩主是Y,1080,,0,0,,
8177,1768,5,Patron was (= Client of),恩主是Y,-1,,0,7596,14553,師事徐鉉 第雍熙二年進士 後附王欽若、丁謂 仕至兵部侍郎 性博聞強記
1453,1960,5,Patron was (= Client of),恩主是Y,1085,,0,0,,
12466,3092,5,Patron was (= Client of),恩主是Y,-1,,0,0,,
24795,3200,5,Patron was (= Client of),恩主是Y,-1,,0,7596,8629,紹熙中為司農寺主簿 遷秘書郎 韓侂冑逐朱熹、趙汝愚 擢紘監察御史 紘未達時
3092,3326,5,Patron was (= Client of),恩主是Y,1208,,0,0,,
3108,3326,5,Patron was (= Client of),恩主是Y,1223,,0,0,,
3768,3326,5,Patron was (= Client of),恩主是Y,1196,,0,0,,
4013,3326,5,Patron was (= Client of),恩主是Y,1206,,0,0,,
14450,3326,5,Patron was (= Client of),恩主是Y,1193,,0,7596,16502,晉直煥章閣 改浙西提刑 以阿附韓侂冑召除中書舍人直學士院 嘗承侂冑意草詔 妄詆善類
24795,3326,5,Patron was (= Client of),恩主是Y,1202,,0,0,,
24801,3326,5,Patron was (= Client of),恩主是Y,-1,,0,7596,12873,為人機警 柔回善諧 阿附韓侂冑 誣逐時賢 累知樞密院事
1221,3710,5,Patron was (= Client of),恩主是Y,985,,0,0,,
10386,3727,5,Patron was (= Client of),恩主是Y,1253,,0,0,,
11407,3768,5,Patron was (= Client of),恩主是Y,1214,,0,0,,
8175,3897,5,Patron was (= Client of),恩主是Y,1141,,0,0,,
48673,3897,5,Patron was (= Client of),恩主是Y,-1,,0,7596,15845,少剛直 負高世之志 建炎初從宗澤至汴 將授以官 即辭歸
33606,3927,5,Patron was (= Client of),恩主是Y,831,,0,0,,
3108,4013,5,Patron was (= Client of),恩主是Y,1223,,0,0,,
3727,4221,5,Patron was (= Client of),恩主是Y,1233,,0,0,,
8169,7052,5,Patron was (= Client of),恩主是Y,1130,,0,0,,
175,8008,5,Patron was (= Client of),恩主是Y,1151,,0,0,,
252,8008,5,Patron was (= Client of),恩主是Y,-1,,0,7596,12718,除太學官 建炎初官給事中 以秦檜用事致仕 檜卒 起吏部侍郎、參知政事
334,8008,5,Patron was (= Client of),恩主是Y,1154,,0,0,,
896,8008,5,Patron was (= Client of),恩主是Y,1157,,0,0,,
1373,8008,5,Patron was (= Client of),恩主是Y,1157,,0,0,,
1382,8008,5,Patron was (= Client of),恩主是Y,1156,,0,0,,
1673,8008,5,Patron was (= Client of),恩主是Y,1155,,0,0,,
1908,8008,5,Patron was (= Client of),恩主是Y,-1,,0,7596,1517,除廣西轉運判官 皆有政績 後附麗秦檜 歷御史中丞 至參知政事
7373,8008,5,Patron was (= Client of),恩主是Y,-1,,0,7596,1594,金人入江西 坐失守削籍 秦檜為其兄仲山婿 當國時 啟懇開陳
8122,8008,5,Patron was (= Client of),恩主是Y,-1,,0,7596,15371,遷禮部侍郎 除端明殿學士 以附秦檜晉參知政事 拜右僕射 尋罷
13803,8008,5,Patron was (= Client of),恩主是Y,1165,,0,0,,
17511,8008,5,Patron was (= Client of),恩主是Y,1148,,0,0,,
