c_personid,c_assoc_id,c_assoc_code,c_assoc_desc,c_assoc_desc_chn,c_assoc_first_year,c_assoc_last_year,c_addr_id,c_source,c_pages,c_notes
10246,39257,12,Impeached by,被Y彈劾,0,,0,7596,,
3134,39357,12,Impeached by,被Y彈劾,-1,,0,7596,12457,盡罷諸將兵權付俊 歲餘無去志 檜復嗾江邈論罷之 後官至太傅 封清河郡王
44393,39362,12,Impeached by,被Y彈劾,-1,,0,7596,1636,乾道五年進士 孝宗用為右正言 劾佞臣張說 直聲聞於遠邇 累官吏部尚書
14858,39990,12,Impeached by,被Y彈劾,-1,,0,0,,
15501,39990,12,Impeached by,被Y彈劾,-1,,0,0,,
20668,39990,12,Impeached by,被Y彈劾,-1,,0,0,,
24324,39990,12,Impeached by,被Y彈劾,0,,0,0,,
15990,40036,12,Impeached by,被Y彈劾,-1,,0,7596,3422,授臨江軍教授 累擢監察御史 首疏論丁大全誤國之罪 遷殿中侍御史 董宋臣復出
38059,40036,12,Impeached by,被Y彈劾,-1,,0,0,,
39990,40050,12,Impeached by,被Y彈劾,-1,,0,0,,
15990,40282,12,Impeached by,被Y彈劾,-1,,0,7596,18160,抱負奇偉 年三十遊杭 上疏言丁大全亂政 配漢陽軍 蜀人杜可大客漢陽
1649,40447,12,Impeached by,被Y彈劾,-1,,0,7596,4000,歷京西路提舉 累官殿中侍御史 以疏蔡京發運之弊 謫監南劍州 尋知袁州
10374,41158,12,Impeached by,被Y彈劾,-1,,0,7596,14129,博學尚氣節 第咸淳進士 以賈似道逞勢作威 元亮率諸生伏闕上書 遂被黜
8065,41212,12,Impeached by,被Y彈劾,-1,,0,0,,
8142,41212,12,Impeached by,被Y彈劾,-1,,0,0,,
248,41743,12,Impeached by,被Y彈劾,-1,,0,0,,
1373,42152,12,Impeached by,被Y彈劾,-1,,0,0,,
1649,42179,12,Impeached by,被Y彈劾,-1,,0,0,,
8026,42179,12,Impeached by,被Y彈劾,-1,,0,0,,
8124,42179,12,Impeached by,被Y彈劾,-1,,0,0,,
8163,42179,12,Impeached by,被Y彈劾,-1,,0,0,,
38487,42179,12,Impeached by,被Y彈劾,-1,,0,0,,
3727,42266,12,Impeached by,被Y彈劾,0,,0,7596,2735,
8065,42568,12,Impeached by,被Y彈劾,-1,,0,0,,
8142,42568,12,Impeached by,被Y彈劾,-1,,0,0,,
10374,42787,12,Impeached by,被Y彈劾,-1,,0,0,,
38059,42904,12,Impeached by,被Y彈劾,-1,,0,0,,劾董宋臣專權，理宗不納，遂棄官歸。
8110,43091,12,Impeached by,被Y彈劾,-1,,0,0,,
43379,43373,12,Impeached by,被Y彈劾,-1,,0,7596,19106,不聽 靖康初 御史胡舜陟論其結成邊患 竄柳州 尋伏誅
3727,43436,12,Impeached by,被Y彈劾,-1,,0,0,,
1649,43441,12,Impeached by,被Y彈劾,-1,,0,0,,
8124,43441,12,Impeached by,被Y彈劾,-1,,0,0,,
51729,43509,12,Impeached by,被Y彈劾,0,,0,0,,
8124,43676,12,Impeached by,被Y彈劾,-1,,0,7596,9741,初 金人入汴 重請斬童貫以謝金人 又請斬蔡京父子以謝天下 及二帝北去
334,45105,12,Impeached by,被Y彈劾,0,,0,0,,
8065,45310,12,Impeached by,被Y彈劾,-1,,0,0,,
8142,45310,12,Impeached by,被Y彈劾,-1,,0,0,,
3728,45483,12,Impeached by,被Y彈劾,-1,,0,0,,
3729,45483,12,Impeached by,被Y彈劾,-1,,0,0,,
10374,46195,12,Impeached by,被Y彈劾,-1,,0,7596,10950,以明經為國子生 咸淳中率六館諸生葉李等 抗疏乞誅賈似道 疏三上不報 國亡
41116,46328,12,Impeached by,被Y彈劾,-1,,0,7596,11188,拔李芾於久廢 薦文天祥於列郡 陳李庭芝決不可用 官至兵部侍郎
8065,46670,12,Impeached by,被Y彈劾,-1,,0,7596,12399,舉進士第 歷官監察御史 高宗時上言黃潛善、汪伯彥奸邪 謫江州 李綱薦為河北招撫使
