source_id,source_name,target_id,target_name,category,detail_types
395,趙鼎臣,3484,李之儀,文學交往,書跋由Y所作|為Y所著書作跋
395,趙鼎臣,3767,蘇軾,其他,相唱和
395,趙鼎臣,2007,楊繪,其他,傳記作者為Y|為Y作傳
395,趙鼎臣,7383,王子韶,其他,為Y作畫贊(畫像記)|畫贊(畫像記)由Y所作
53644,釋惠辯,3767,蘇軾,其他,為Y作畫贊(畫像記)|畫贊(畫像記)由Y所作|稱道Y之節行|節行為Y所稱道
53644,釋惠辯,1493,蘇轍,其他,墓表由Y所作|為Y作墓表
24980,廖正一,3767,蘇軾,文學交往,致書Y|被致書由Y
24980,廖正一,669,韓元吉,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名
18843,錢世雄,7026,范祖禹,其他,推薦|被Y推薦
18843,錢世雄,3767,蘇軾,師生,學生為Y|收到Y的答書|為Y之學生|答Y書|致書Y|被致書由Y
47520,陳開,3767,蘇軾,其他,欣賞/器重|被Y欣賞/器重
24996,蕭刓,1493,蘇轍,其他,相唱和
24996,蕭刓,3767,蘇軾,其他,相唱和
10661,劉松老,3676,米芾,其他,從Y學|教授Y|書風為Y所模仿|模仿Y的書風
10661,劉松老,3767,蘇軾,其他,從Y學|教授Y|畫風師法Y|畫風為Y所師法
10660,劉涇,1762,王安石,其他,推薦|被Y推薦
10660,劉涇,3767,蘇軾,文學交往,收到Y的答書|答Y書
14761,邢居實,1488,司馬光,師生,學生為Y|為Y之學生
14761,邢居實,3029,晁說之,其他,墓表由Y所作|墓誌銘由Y所作|為Y作墓表|為Y作墓誌銘
14761,邢居實,7111,黃庭堅,其他,從Y遊|從遊者為Y|書跋由Y所作|為Y之詩文作跋|為Y所著書作跋|詩文跋由Y所作
14761,邢居實,3767,蘇軾,其他,從Y遊|從遊者為Y
14761,邢居實,3081,陳師道,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)
96686,徐君猷,3767,蘇軾,文學交往,致書Y|被致書由Y
51632,慕容暉,3767,蘇軾,師生,學生為Y|為Y之學生
53683,釋智通,3767,蘇軾,其他,與Y遊
440,賈易,7026,范祖禹,其他,推薦|被Y推薦
440,賈易,3767,蘇軾,其他,反對/攻訐|遭到Y的反對/攻訐
440,賈易,1417,畢仲游,文學交往,致書Y|被致書由Y
51642,黎子雲,3767,蘇軾,文學交往,致書Y|被致書由Y
444,賈收,3767,蘇軾,其他,從Y遊|從遊者為Y|收到Y的答書|相唱和|答Y書
47554,陳軾,3767,蘇軾,其他,為Y作祭文|祭文由Y所作|致書Y|被致書由Y
51650,樂京,3767,蘇軾,文學交往,致書Y|被致書由Y
25030,孫諤,7026,范祖禹,其他,推薦|被Y推薦
25030,孫諤,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,3624,樓鑰,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,3640,陸游,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,3676,米芾,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,8098,陸佃,文學交往,書跋由Y所作|為Y所著書作跋
33233,釋居簡,4001,魏了翁,其他,為Y作祭文|祭文由Y所作
10706,王柏,628,富弼,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,1384,歐陽修,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,1488,司馬光,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,1953,文彥博,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,3257,朱熹,其他,傳Y之學|其學由Y所傳|書跋由Y所作|為Y所著書作跋
10706,王柏,3624,樓鑰,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,3676,米芾,其他,書、畫由Y作跋|書跋由Y所作|為Y之書、畫作跋|為Y所著書作跋
10706,王柏,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,7197,周必大,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,7364,曾鞏,文學交往,書跋由Y所作|為Y所著書作跋
10706,王柏,8078,李綱,其他,書、畫由Y作跋|書跋由Y所作|為Y之書、畫作跋|為Y所著書作跋
10706,王柏,10840,曹彥約,其他,書跋由Y所作|為Y之詩文作跋|為Y所著書作跋|詩文跋由Y所作
10706,王柏,27957,吳師道,墓誌傳記,書跋由Y所作|為Y作行狀|為Y所著書作跋|行狀由Y所作
10706,王柏,42408,孟德,文學交往,收到Y的答書|答Y書
45523,曹輔,3624,樓鑰,其他,其書帖由Y作題|書跋由Y所作|為Y所著書作跋|題Y的書帖
45523,曹輔,3767,蘇軾,其他,收到Y的啓|致Y啓|致書Y|被致書由Y
45523,曹輔,3672,毛滂,文學交往,致書Y|被致書由Y
45523,曹輔,3043,秦觀,其他,為Y所作詩文作序|詩文序由Y所作
468,蹇序辰,3767,蘇軾,文學交往,致書Y|被致書由Y
468,蹇序辰,7263,葛勝仲,文學交往,致書Y|被致書由Y
45527,許仲蔚,3767,蘇軾,其他,相唱和
47587,陳輔,3767,蘇軾,其他,欣賞/器重|致書Y|被Y欣賞/器重|被致書由Y
47587,陳輔,1762,王安石,師生,學生為Y|為Y之學生
47587,陳輔,27957,吳師道,文學交往,書跋由Y所作|為Y所著書作跋
485,周穜,1762,王安石,其他,恩主是Y|是Y的恩主|欣賞/器重|被Y欣賞/器重
485,周穜,3767,蘇軾,其他,推薦|為Y所聘執教官學、書院|聘Y執教官學、書院|被Y推薦
27114,張先,3767,蘇軾,其他,為Y作祭文|祭文由Y所作
10733,許謙,27957,吳師道,師生,傳記作者為Y|學生為Y|推薦|收到Y的贈詩、文|書序由Y所作|為Y之學生|為Y作傳|為Y作祭文|為Y作臨別贈言(送別詩、序)|為Y所著書作序|祭文由Y所作|臨別得到Y所作贈言(送別詩、序)|致書Y|被Y推薦|被致書由Y|贈詩、文
10733,許謙,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
10733,許謙,3257,朱熹,其他,傳Y之學|其學由Y所傳
10733,許謙,10801,虞集,其他,批評|收到Y的答書|答Y書|被Y批評
512495,張易簡,3767,蘇軾,師生,學生為Y|為Y之學生
512495,張易簡,47744,陳太初,師生,學生為Y|為Y之學生
39409,江存之,3767,蘇軾,其他,字說、名述由Y所作|為Y作字說、名述
27122,張大亨,7364,曾鞏,師生,學生為Y|為Y之學生
27122,張大亨,3767,蘇軾,文學交往,致書Y|被致書由Y
43508,韋許,3484,李之儀,師生,學生為Y|為Y之學生
43508,韋許,1062,李彌遜,其他,書跋由Y所作|為Y之詩文作跋|為Y所著書作跋|詩文跋由Y所作
43508,韋許,3767,蘇軾,其他,與Y遊
43508,韋許,7111,黃庭堅,其他,收到Y的答書|答Y書|致書Y|與Y遊|被致書由Y
27127,釋惟簡,3767,蘇軾,其他,佛寺記由Y所作|墓誌銘由Y所作|為Y作佛寺記|為Y作墓誌銘|致書Y|被致書由Y
27127,釋惟簡,1493,蘇轍,其他,為Y作祭文|祭文由Y所作
508,周彥質,3767,蘇軾,文學交往,致書Y|被致書由Y
10755,程珌,1314,呂公著,其他,書跋由Y所作|欣賞/器重|為Y所著書作跋|被Y欣賞/器重
10755,程珌,3767,蘇軾,文學交往,書序由Y所作|書跋由Y所作|為Y所著書作序|為Y所著書作跋
10755,程珌,27722,汪莘,文學交往,書序由Y所作|為Y所著書作序
10755,程珌,1488,司馬光,文學交往,書跋由Y所作|為Y所著書作跋
10755,程珌,3257,朱熹,文學交往,書跋由Y所作|為Y所著書作跋
10755,程珌,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
53764,釋道臻,7111,黃庭堅,文學交往,書序由Y所作|書跋由Y所作|為Y所著書作序|為Y所著書作跋
53764,釋道臻,3767,蘇軾,其他,佛寺記由Y所作|為Y作佛寺記
25094,姚麟,3767,蘇軾,文學交往,收到Y的答書|答Y書
14881,袁說友,14881,袁說友,文學交往,書序由Y所作|為Y所著書作序
14881,袁說友,630,韓琦,文學交往,書跋由Y所作|為Y所著書作跋
14881,袁說友,1488,司馬光,文學交往,書跋由Y所作|為Y所著書作跋
14881,袁說友,3676,米芾,其他,書、畫由Y作跋|書跋由Y所作|為Y之書、畫作跋|為Y所著書作跋
14881,袁說友,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
14881,袁說友,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
14881,袁說友,4001,魏了翁,其他,哀辭由Y所作|為Y作哀辭|為Y作祭文|祭文由Y所作
546,莊公岳,3767,蘇軾,文學交往,致書Y|被致書由Y
41507,吳範,3081,陳師道,其他,友|與Y遊
41507,吳範,1493,蘇轍,其他,受到Y拜訪|拜訪|與Y遊
41507,吳範,3767,蘇軾,其他,與Y遊
41507,吳範,12988,楊傑,其他,以文章、學問受知於|稱道Y之文章、學問|與Y遊
39464,王宜甫,3767,蘇軾,其他,為Y作祭文|祭文由Y所作
53806,釋維琳,3767,蘇軾,其他,欣賞/器重|致書Y|被Y欣賞/器重|被致書由Y
53806,釋維琳,3672,毛滂,其他,佛寺記由Y所作|為Y作佛寺記
10801,虞集,4001,魏了翁,其他,學記（書院記）由Y所作|書序由Y所作|為Y作學記（書院記）|為Y所著書作序
10801,虞集,8136,曾公亮,文學交往,書序由Y所作|為Y所著書作序
10801,虞集,10084,吳澄,其他,墓誌銘由Y所作|從Y遊|從遊者為Y|收到Y的啓|收到Y的答書|書、畫由Y作跋|書序由Y所作|為Y之書、畫作跋|為Y之詩文作跋|為Y作墓誌銘|為Y作畫贊(畫像記)|為Y作祝詞|為Y作祭文|為Y作行狀|為Y所著書作序|畫贊(畫像記)由Y所作|祝詞由Y所作|祭文由Y所作|答Y書|致Y啓|致書Y|行狀由Y所作|被致書由Y|詩文跋由Y所作
10801,虞集,1220,劉攽,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,1384,歐陽修,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,1493,蘇轍,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,1762,王安石,其他,書跋由Y所作|為Y作祠記|為Y所著書作跋|祠記由Y所作
10801,虞集,3257,朱熹,其他,學記（書院記）由Y所作|書跋由Y所作|為Y作學記（書院記）|為Y作祠記|為Y所著書作跋|祠記由Y所作
10801,虞集,3439,孔文仲,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,3676,米芾,其他,其書帖由Y作題|書跋由Y所作|為Y所著書作跋|題Y的書帖
10801,虞集,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,7072,曾肇,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,7364,曾鞏,其他,書跋由Y所作|為Y作祠記|為Y所著書作跋|祠記由Y所作
10801,虞集,8126,鄧潤甫,文學交往,書跋由Y所作|為Y所著書作跋
10801,虞集,10801,虞集,其他,為Y作畫贊(畫像記)|畫贊(畫像記)由Y所作
10801,虞集,27853,程鉅夫,其他,為Y之詩文作跋|詩文跋由Y所作
562,范沖,1488,司馬光,其他,編輯Y之詩/文|詩/文由Y編輯
562,范沖,3767,蘇軾,文學交往,致書Y|被致書由Y
561,范純粹,1417,畢仲游,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名|為Y作祭文|祭文由Y所作|致書Y|被致書由Y
561,范純粹,982,李清臣,文學交往,致書Y|被致書由Y
561,范純粹,7111,黃庭堅,文學交往,致書Y|被致書由Y
561,范純粹,3767,蘇軾,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名
23094,黎錞,1324,呂陶,其他,墓誌銘由Y所作|建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名|為Y作墓誌銘
23094,黎錞,3767,蘇軾,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名|致書Y|被致書由Y
51767,劉渤,1309,呂惠卿,其他,反對/攻訐|遭到Y的反對/攻訐
51767,劉渤,1488,司馬光,其他,得到Y的支持|支持
51767,劉渤,3767,蘇軾,其他,得到Y的支持|支持
10809,歐陽奕,3767,蘇軾,其他,為Y作祭文|祭文由Y所作|致書Y|被致書由Y
10809,歐陽奕,1384,歐陽修,文學交往,致書Y|被致書由Y
33340,廉布,3640,陸游,文學交往,書序由Y所作|為Y所著書作序
33340,廉布,3767,蘇軾,其他,畫風師法Y|畫風為Y所師法
49727,董南美,3767,蘇軾,其他,與Y遊
49727,董南美,7111,黃庭堅,其他,與Y遊
578,范百祿,10173,文同,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
578,范百祿,7026,范祖禹,其他,墓誌銘由Y所作|從Y學|教授Y|為Y作墓誌銘|為Y作祭文|祭文由Y所作
578,范百祿,1324,呂陶,文學交往,致書Y|被致書由Y
578,范百祿,3767,蘇軾,文學交往,致書Y|被致書由Y
578,范百祿,7111,黃庭堅,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名|致書Y|被致書由Y
578,范百祿,7364,曾鞏,文學交往,收到Y的答書|答Y書|致書Y|被致書由Y
586,范子奇,3767,蘇軾,文學交往,致書Y|被致書由Y
10840,曹彥約,3257,朱熹,師生,從Y學|教授Y|為Y之門人|門人為Y
10840,曹彥約,4001,魏了翁,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
10840,曹彥約,1314,呂公著,文學交往,書跋由Y所作|為Y所著書作跋
10840,曹彥約,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
10840,曹彥約,7197,周必大,文學交往,致書Y|被致書由Y
53859,釋慧辯,3767,蘇軾,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)
21097,石康伯,10173,文同,友人,友
21097,石康伯,3767,蘇軾,其他,建築物得到Y的題詠、記、命名|書序由Y所作|為Y之建築物題詠、記、命名|為Y作祭文|為Y所著書作序|祭文由Y所作|致書Y|被致書由Y
627,傅堯俞,3081,陳師道,其他,推薦|文風為Y所稱道|稱道Y之文風|被Y推薦
627,傅堯俞,1488,司馬光,其他,欣賞/器重|被Y欣賞/器重
627,傅堯俞,1759,汪應辰,文學交往,書跋由Y所作|為Y所著書作跋
627,傅堯俞,7005,陳襄,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)
627,傅堯俞,3672,毛滂,文學交往,致書Y|被致書由Y
627,傅堯俞,3767,蘇軾,文學交往,致書Y|被致書由Y
628,富弼,1078,李師中,其他,推薦|被Y推薦
628,富弼,15014,魯有開,其他,推薦|被Y推薦
628,富弼,8116,蘇頌,其他,欣賞/器重|被Y欣賞/器重
628,富弼,1384,歐陽修,其他,得到Y的支持|支持|收到Y的答啓|答Y啓|致書Y|被致書由Y
628,富弼,1488,司馬光,其他,書序由Y所作|為Y之神道碑作額篆|為Y所著書作序|神道碑額篆由Y所作
628,富弼,3029,晁說之,文學交往,書序由Y所作|為Y所著書作序
628,富弼,8043,范仲淹,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
628,富弼,3767,蘇軾,其他,墓誌銘由Y所作|某事由Y所乞|為Y乞某事|為Y作墓誌銘|為Y作神道碑|神道碑由Y所作|致書Y|被致書由Y
628,富弼,1062,李彌遜,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,3257,朱熹,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,3595,劉克莊,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,3624,樓鑰,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,7197,周必大,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,8079,李光,文學交往,書跋由Y所作|為Y所著書作跋
628,富弼,1762,王安石,其他,拒絕在Y主政的政府中任職|拒絕在Y的主政期出仕|致書Y|被致書由Y
628,富弼,1555,孫永,其他,為Y之神道碑作書|神道碑的書法由Y所作
628,富弼,1953,文彥博,其他,同僚|同會
628,富弼,8078,李綱,其他,為Y作畫贊(畫像記)|畫贊(畫像記)由Y所作
628,富弼,3105,程頤,文學交往,收到Y的答書|答Y書|致書Y|被致書由Y
628,富弼,3762,蘇洵,其他,收到Y的啓|致Y啓|致書Y|被致書由Y
628,富弼,7005,陳襄,文學交往,致書Y|被致書由Y
628,富弼,11663,呂大臨,文學交往,致書Y|被致書由Y
628,富弼,27761,陳舜俞,文學交往,致書Y|被致書由Y
628,富弼,8118,孫沔,文學交往,致書Y|被致書由Y
629,富元衡,3767,蘇軾,其他,畫風師法Y|畫風為Y所師法
630,韓琦,3828,唐坰,其他,其政策被Y反對/不支持|反對/不支持Y的政策|彈劾|被Y彈劾
630,韓琦,636,韓絳,其他,推薦|被Y推薦
630,韓琦,3762,蘇洵,其他,上司為Y|下屬為Y|挽詩、詞由Y所作|推薦|為Y作挽詩、詞|致書Y|被Y推薦|被致書由Y
630,韓琦,8116,蘇頌,其他,推薦|被Y推薦
630,韓琦,11793,孫洙,其他,欣賞/器重|被Y欣賞/器重
630,韓琦,1384,歐陽修,其他,墓誌銘由Y所作|建築物得到Y的題詠、記、命名|得到Y的支持|支持|收到Y的啓|為Y之建築物題詠、記、命名|為Y作墓誌銘|為Y作祭文|祭文由Y所作|致Y啓|致書Y|被致書由Y
630,韓琦,8022,趙槩,文學交往,書序由Y所作|為Y所著書作序
630,韓琦,8043,范仲淹,其他,同僚|書序由Y所作|為Y作祭文|為Y所著書作序|祭文由Y所作|致書Y|被致書由Y
630,韓琦,982,李清臣,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘|致書Y|被致書由Y
630,韓琦,3257,朱熹,文學交往,書跋由Y所作|為Y所著書作跋
630,韓琦,3595,劉克莊,其他,建築物得到Y的題詠、記、命名|書跋由Y所作|為Y之建築物題詠、記、命名|為Y所著書作跋
630,韓琦,3640,陸游,文學交往,書跋由Y所作|為Y所著書作跋
630,韓琦,3767,蘇軾,其他,建築物得到Y的題詠、記、命名|書跋由Y所作|為Y之建築物題詠、記、命名|為Y作祭文|為Y所著書作跋|祭文由Y所作|致書Y|被致書由Y
630,韓琦,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
630,韓琦,7197,周必大,文學交往,書跋由Y所作|為Y所著書作跋
630,韓琦,10084,吳澄,文學交往,書跋由Y所作|為Y所著書作跋
630,韓琦,8078,李綱,其他,傳記作者為Y|為Y作傳
630,韓琦,1493,蘇轍,其他,為Y作祭文|祭文由Y所作
630,韓琦,8127,狄青,其他,為Y作祭文|祭文由Y所作
630,韓琦,965,雷簡夫,文學交往,致書Y|被致書由Y
630,韓琦,1651,蔡襄,文學交往,致書Y|被致書由Y
630,韓琦,1953,文彥博,文學交往,致書Y|被致書由Y
630,韓琦,7005,陳襄,文學交往,致書Y|被致書由Y
630,韓琦,27761,陳舜俞,文學交往,致書Y|被致書由Y
630,韓琦,1488,司馬光,其他,為Y作祠記|祠記由Y所作|致書Y|被致書由Y
630,韓琦,8118,孫沔,文學交往,致書Y|被致書由Y
634,韓縝,1324,呂陶,其他,彈劾|被Y彈劾
634,韓縝,1493,蘇轍,其他,彈劾|被Y彈劾
634,韓縝,1417,畢仲游,其他,欣賞/器重|被Y欣賞/器重
634,韓縝,1220,劉攽,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
634,韓縝,982,李清臣,文學交往,致書Y|被致書由Y
634,韓縝,3767,蘇軾,文學交往,致書Y|被致書由Y
636,韓絳,1309,呂惠卿,其他,排擠|遭Y排擠
636,韓絳,1220,劉攽,其他,佛寺記由Y所作|墓誌銘由Y所作|為Y作佛寺記|為Y作墓誌銘
636,韓絳,28306,戴表元,文學交往,書跋由Y所作|為Y所著書作跋
636,韓絳,3043,秦觀,其他,為Y作祭文|祭文由Y所作
636,韓絳,3105,程頤,其他,收到Y的啓|收到Y的答書|為Y作祭文|祭文由Y所作|答Y書|致Y啓
636,韓絳,7026,范祖禹,其他,為Y作祭文|祭文由Y所作
636,韓絳,7111,黃庭堅,其他,挽詩、詞由Y所作|為Y作挽詩、詞|為Y作祭文|祭文由Y所作
636,韓絳,1384,歐陽修,其他,收到Y的答啓|答Y啓|致書Y|被致書由Y
636,韓絳,1651,蔡襄,文學交往,致書Y|被致書由Y
636,韓絳,3762,蘇洵,文學交往,致書Y|被致書由Y
636,韓絳,3767,蘇軾,文學交往,致書Y|被致書由Y
636,韓絳,26404,家定國,其他,採納Y之獻策|獻策於Y
47744,陳太初,3767,蘇軾,其他,同學、同門
19074,任孜,3762,蘇洵,友人,友
19074,任孜,3767,蘇軾,其他,欣賞/器重|被Y欣賞/器重
19074,任孜,1324,呂陶,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
19075,任伋,3762,蘇洵,友人,友
19075,任伋,3043,秦觀,其他,墓表由Y所作|墓誌銘由Y所作|為Y作墓表|為Y作墓誌銘
19075,任伋,10173,文同,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
19075,任伋,3257,朱熹,其他,收藏品由Y作跋|書跋由Y所作|為Y之收藏作跋|為Y所著書作跋
19075,任伋,3767,蘇軾,其他,為Y作祭文|祭文由Y所作
19075,任伋,1493,蘇轍,其他,佛寺記由Y所作|建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名|為Y作佛寺記
19076,任伯雨,3640,陸游,文學交往,書跋由Y所作|為Y所著書作跋
19076,任伯雨,4001,魏了翁,文學交往,書跋由Y所作|為Y所著書作跋
19076,任伯雨,1707,曾布,其他,忌/惡|為Y所忌/惡
19076,任伯雨,3767,蘇軾,文學交往,致書Y|被致書由Y
39555,朱振,3767,蘇軾,文學交往,致書Y|被致書由Y
669,韓元吉,3257,朱熹,其他,推薦|收到Y的答書|答Y書|被Y推薦
669,韓元吉,3640,陸游,其他,收到Y的贈詩、文|書序由Y所作|為Y作祭文|為Y作臨別贈言(送別詩、序)|為Y所著書作序|祭文由Y所作|臨別得到Y所作贈言(送別詩、序)|贈詩、文
669,韓元吉,10229,袁轂,文學交往,書序由Y所作|為Y所著書作序
669,韓元吉,1384,歐陽修,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,1488,司馬光,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,1651,蔡襄,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,1762,王安石,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,1953,文彥博,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,3767,蘇軾,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,7111,黃庭堅,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,8126,鄧潤甫,文學交往,書跋由Y所作|為Y所著書作跋
669,韓元吉,9011,趙眘,其他,佛寺記由Y所作|為Y作佛寺記
669,韓元吉,1493,蘇轍,其他,為Y作祠記|祠記由Y所作
12964,章衡,3767,蘇軾,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)|致書Y|被致書由Y
12964,章衡,7005,陳襄,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)|致書Y|被致書由Y
12964,章衡,27769,郭祥正,文學交往,致書Y|被致書由Y
15014,魯有開,3767,蘇軾,文學交往,致書Y|被致書由Y
15014,魯有開,7111,黃庭堅,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名
15014,魯有開,1762,王安石,其他,得罪Y|被Y得罪
12969,章援,3767,蘇軾,師生,為Y之門人|致書Y|被致書由Y|門人為Y
12969,章援,3595,劉克莊,其他,其書帖由Y作題|書跋由Y所作|為Y所著書作跋|題Y的書帖
12969,章援,7263,葛勝仲,文學交往,書跋由Y所作|為Y所著書作跋
12969,章援,14299,李廌,其他,受到Y拜訪|同場屋/同應舉|拜訪
12988,楊傑,8043,范仲淹,其他,書、畫由Y作跋|書跋由Y所作|為Y之書、畫作跋|為Y所著書作跋
12988,楊傑,1384,歐陽修,其他,從Y遊|從遊者為Y
12988,楊傑,1762,王安石,其他,從Y遊|從遊者為Y
12988,楊傑,3767,蘇軾,其他,匾額、器銘由Y所篆|從Y遊|從遊者為Y|為Y篆匾額、器銘
12988,楊傑,8116,蘇頌,其他,為Y作祭文|祭文由Y所作
10941,趙宗儒,3767,蘇軾,其他,為Y作祭文|祭文由Y所作
33480,郭忠恕,3767,蘇軾,其他,為Y作畫贊(畫像記)|畫贊(畫像記)由Y所作
49871,葛延之,3767,蘇軾,其他,文風效法Y|文風為Y所效法
45778,于伋,3767,蘇軾,其他,為Y作臨別贈言(送別詩、序)|臨別得到Y所作贈言(送別詩、序)
722,蕭世京,3767,蘇軾,文學交往,致書Y|被致書由Y
728,謝景溫,1762,王安石,友人,友
728,謝景溫,3767,蘇軾,其他,彈劾|被Y彈劾
728,謝景溫,3105,程頤,文學交往,致書Y|被致書由Y
728,謝景溫,3676,米芾,文學交往,致書Y|被致書由Y
728,謝景溫,7111,黃庭堅,文學交往,致書Y|被致書由Y
13017,袁陟,3767,蘇軾,文學交往,致書Y|被致書由Y
13017,袁陟,7364,曾鞏,文學交往,收到Y的答書|答Y書
19167,蘇邁,3484,李之儀,文學交往,書跋由Y所作|為Y所著書作跋
19167,蘇邁,3767,蘇軾,其他,為Y作硯銘|硯銘由Y所作|致書Y|被致書由Y
735,鮮于侁,3767,蘇軾,其他,收到Y的答書|書跋由Y所作|欣賞/器重|為Y所著書作跋|答Y書|被Y欣賞/器重
735,鮮于侁,3043,秦觀,墓誌傳記,墓誌銘由Y所作|書序由Y所作|為Y作墓誌銘|為Y作行狀|為Y所著書作序|致書Y|行狀由Y所作|被致書由Y
735,鮮于侁,3279,范鎮,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
735,鮮于侁,4001,魏了翁,其他,建築物得到Y的題詠、記、命名|書跋由Y所作|為Y之建築物題詠、記、命名|為Y所著書作跋
735,鮮于侁,1762,王安石,其他,其政策被Y反對/不支持|反對/不支持Y的政策
735,鮮于侁,7026,范祖禹,其他,為Y作祭文|祭文由Y所作
735,鮮于侁,1493,蘇轍,其他,哀辭由Y所作|為Y作哀辭
735,鮮于侁,1488,司馬光,其他,同會
735,鮮于侁,1417,畢仲游,文學交往,致書Y|被致書由Y
735,鮮于侁,7084,王鞏,文學交往,收到Y的答書|答Y書
735,鮮于侁,10173,文同,其他,建築物得到Y的題詠、記、命名|為Y之建築物題詠、記、命名
19168,蘇過,3029,晁說之,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
19168,蘇過,19226,王箴,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
19168,蘇過,44601,孫勰,墓誌傳記,墓誌銘由Y所作|為Y作墓誌銘
19168,蘇過,4001,魏了翁,文學交往,書跋由Y所作|為Y所著書作跋
19168,蘇過,3767,蘇軾,其他,字說、名述由Y所作|收到Y的贈詩、文|書跋由Y所作|為Y作字說、名述|為Y作畫贊(畫像記)|為Y所著書作跋|畫贊(畫像記)由Y所作|致書Y|被致書由Y|贈詩、文
19168,蘇過,28306,戴表元,文學交往,書跋由Y所作|為Y所著書作跋
19168,蘇過,1493,蘇轍,其他,為Y作祭文|祭文由Y所作
15074,陳敏,1762,王安石,其他,推薦|被Y推薦
15074,陳敏,1488,司馬光,其他,反對/攻訐|受Y之弟子禮|對Y執弟子禮|遭到Y的反對/攻訐
15074,陳敏,3767,蘇軾,其他,從Y遊|從遊者為Y
43748,高俅,3767,蘇軾,其他,推薦|被Y推薦
49892,詹範,3767,蘇軾,師生,學生為Y|為Y之學生
742,徐常,7005,陳襄,友人,友
742,徐常,1493,蘇轍,其他,從Y遊|從遊者為Y
742,徐常,3767,蘇軾,其他,從Y遊|從遊者為Y
19174,蘇元老,3767,蘇軾,文學交往,致書Y|被致書由Y
