dynasty,addr_chn,count,avg_lat,median_lat
清,沛縣,1,34.628246307,34.628246307
清,河州,1,35.607284546,35.607284546
清,河東道,1,,
清,河池州,1,24.703178406,24.703178406
清,河西,1,24.141740799,24.141740799
清,河間,1,38.435699463,38.435699463
清,泗城府,1,24.348548889,24.348548889
清,泰安府,1,36.188999176,36.188999176
清,浦江,1,29.458708,29.458708
清,涇縣,1,30.686710358,30.686710358
清,涼州府,1,37.92691803,37.92691803
清,涿州,1,39.487220764,39.487220764
清,涿鹿,1,,
清,淇縣,1,35.606449127,35.606449127
清,淮南,1,32.73,32.73
清,深州直隸州,1,38.011730194,38.011730194
清,淳安,1,29.612287521,29.612287521
清,清江縣縣驛,1,28.01557,28.01557
清,清流,1,26.163520813,26.163520813
清,湖口,1,29.734993,29.734993
清,溧水,1,31.656557083,31.656557083
清,溫嶺,1,,
清,潞安府,1,36.18353653,36.18353653
清,澤州,1,35.504318237,35.504318237
清,澤州府,1,35.504318237,35.504318237
清,濰縣,1,36.702705,36.702705
清,濱州,1,37.47833252,37.47833252
清,瀘州直隸州,1,28.884363174,28.884363174
清,瀘溪,1,27.70296,27.70296
清,灤州,1,39.739654541,39.739654541
清,烏蒙軍民府,1,,
清,熱爾瑪尼亞國(日耳曼),1,,
清,獻縣,1,38.190696716,38.190696716
清,玉環廳,1,28.140014648,28.140014648
清,琉球國,1,,
清,瑞安,1,27.790512,27.790512
清,瑞州府,1,28.425598145,28.425598145
清,瓊州府,1,20.00799942,20.00799942
清,甘肅省諸道區,1,,
清,田州土州,1,23.733869553,23.733869553
清,登封,1,34.455818,34.455818
清,監利,1,29.815757751,29.815757751
清,瞻對土司,1,30.94357872,30.94357872
清,石門,1,29.588542938,29.588542938
清,祁縣,1,37.353816986,37.353816986
清,祁陽,1,26.591691971,26.591691971
清,福建布政司,1,,
清,福清,1,25.727916718,25.727916718
清,禹州,1,34.162490845,34.162490845
清,科爾沁左翼後旗,1,,
清,穀城,1,32.269359589,32.269359589
清,綏定府,1,31.226968765,31.226968765
清,綿州直隸州,1,31.459007263,31.459007263
清,緬甸,1,,
清,績溪,1,30.077772141,30.077772141
清,繁昌,1,31.09056282,31.09056282
清,羅溪鋪,1,28.364485,28.364485
清,聊城,1,36.447738647,36.447738647
清,臨晉,1,35.097808838,35.097808838
清,臨桂,1,25.280059814,25.280059814
清,臺灣,1,23.00415,23.00415
清,臺灣省,1,24.142379761,24.142379761
清,興國州,1,29.830129623,29.830129623
清,興義府,1,25.115333557,25.115333557
清,舒城,1,31.456447601,31.456447601
清,芮城,1,34.697308,34.697308
清,莆田,1,25.433954,25.433954
清,莘縣,1,36.237743378,36.237743378
清,華陽,1,30.650384903,30.650384903
清,萊州府,1,37.175430298,37.175430298
清,萬安,1,26.461769104,26.461769104
清,萬縣,1,30.812864304,30.812864304
清,葉爾羌,1,38.3593,38.3593
清,蒙城,1,33.268638611,33.268638611
清,蒲州,1,38.682151794,38.682151794
清,蘄水,1,30.458690643,30.458690643
清,蘭州府,1,36.047031403,36.047031403
清,處州府,1,28.448732376,28.448732376
清,衢縣,1,,
清,袁州府,1,27.794265747,27.794265747
清,西寧,1,36.608856201,36.608856201
清,西班牙,1,,
清,西鄉,1,32.990272522,32.990272522
清,觀海衛,1,30.167918,30.167918
清,象州,1,23.958055496,23.958055496
清,貴州省諸道區,1,,
清,貴池,1,30.654661179,30.654661179
清,貴縣,1,23.099092484,23.099092484
清,貴陽府,1,26.580778122,26.580778122
清,輝縣,1,35.458675385,35.458675385
清,通江,1,31.925125,31.925125
清,遂安,1,29.480773926,29.480773926
清,道州,1,25.531356812,25.531356812
清,達州,1,31.22697,31.22697
清,遵化,1,40.184448,40.184448
清,遵義,1,27.69562149,27.69562149
清,遷江,1,23.62355423,23.62355423
清,邱縣,1,36.713916779,36.713916779
清,邳州,1,34.471019745,34.471019745
清,郟縣,1,33.972053528000004,33.972053528000004
清,都昌,1,29.272563934,29.272563934
清,鄖西,1,32.995605469,32.995605469
清,鄭州,1,34.758075714,34.758075714
清,重慶府,1,29.590402603,29.590402603
清,金華府,1,29.104711533,29.104711533
清,銅陵,1,30.953846,30.953846
清,鍾祥,1,31.169826508,31.169826508
清,鎮西直隸廳,1,43.592571259,43.592571259
清,長寧,1,24.946922302,24.946922302
清,長山,1,36.882379,36.882379
清,長清,1,36.552829742,36.552829742
清,長葛,1,34.229904,34.229904
清,開原衛,1,,
清,開封,1,,
清,陳留,1,34.673195,34.673195
清,陽城,1,35.490593,35.490593
清,陽穀,1,36.230215,36.230215
清,雜谷直隸廳,1,31.497331619,31.497331619
清,雲夢,1,31.02582,31.02582
清,零陵,1,26.210339,26.210339
清,震澤,1,31.167064667,31.167064667
清,霍山,1,31.407783508,31.407783508
清,霑化,1,37.68321991,37.68321991
清,靈壽,1,38.305469513,38.305469513
清,青州府,1,36.687919617,36.687919617
清,青縣,1,,
清,韓城,1,35.465939,35.465939
清,韶州府,1,24.810209274,24.810209274
清,館陶,1,36.65789032,36.65789032
清,高淳,1,31.321630478,31.321630478
清,高邑,1,37.604755402,37.604755402
清,鳳山,1,22.692129,22.692129
清,鳳陽,1,32.866203308,32.866203308
清,鹽山,1,38.055328369,38.055328369
清,麻城,1,31.18091774,31.18091774
清,黑龍江省,1,47.34450531,47.34450531
清,齊齊哈爾,1,47.344997406,47.344997406
清,龍南,1,24.899044,24.899044
清,龍山,1,29.458568573,29.458568573
清,龍川,1,24.060003,24.060003
清,龍州廳,1,22.351665497,22.351665497
清,龍泉,1,26.327883,26.327883
清,龍溪,1,24.511744,24.511744
清,龍門,1,40.779193878,40.779193878
