dynasty,addr_chn,region,count,x_coord,y_coord
宋,彭州,南,12,103.94506836,30.991878510000003
宋,恭城,南,12,110.82196800000001,24.832979000000005
宋,桂州,南,12,110.28626200000001,25.280060000000002
宋,梁縣,北,12,112.837021,34.161762
宋,渤海,北,12,118.02375,37.36813
宋,潁昌府,北,12,113.81974792,34.031391144
宋,瀏陽,南,12,113.621437,28.149571999999996
宋,穀城,南,12,111.645805,32.26936
宋,臨湘,南,12,113.292869,29.588139
宋,莘縣,北,12,115.66508500000002,36.236708
宋,萊州,北,12,119.93800354,37.175430298
宋,蘄縣,北,12,117.012772,33.442562
宋,資陽,南,12,104.650192,30.122671
宋,陽朔,南,12,110.483627,24.777757999999995
宋,雍丘,北,12,114.7837,34.5527
宋,青城,南,12,103.66969999999999,30.8309
宋,饒陽,北,12,115.736023,38.245987
宋,龍巖,南,12,117.02916,25.103722
宋,大足,南,11,105.710487,29.711468
宋,宛丘,北,11,114.89159999999998,33.7331
宋,宜賓,南,11,104.6163559,28.774831772000002
宋,廣昌,南,11,116.31656700000002,26.836371999999997
宋,建昌軍,南,11,116.62744900000001,27.559717
宋,東光,北,11,116.532822,37.884556
宋,棗強,北,11,115.81653699999998,37.488137
宋,武安,北,11,114.191864,36.697582
宋,江州,南,11,115.98567963,29.722364426
宋,清湘,南,11,111.06500299999999,25.931814
宋,濟州,北,11,116.598,36.39659
宋,盂縣,北,11,113.4129715,38.090957642
宋,葉縣,北,11,113.300227,33.500148
宋,藍田,北,11,109.321556,34.153698
宋,長山,北,11,117.86491099999999,36.882379
宋,高唐,北,11,116.231,36.86162
宋,嘉禾,南,10,118.10537,27.33988
宋,太原,北,10,112.56482696999998,37.873748779
宋,安平,北,10,115.51057499999999,38.230526
宋,宜山,南,10,108.65588399999999,24.49073
宋,常寧,南,10,112.38709199999998,26.407257000000005
宋,廣陵,南,10,119.437187,32.39127
