personid,name,dynasty,one_liner,bio_paragraph,word_count
1373,万俟卨,宋,万俟卨（1083-1157），宋人，長壽人，宰執、財政官員。,万俟卨，宋人，籍貫長壽。生於1083年，卒於1157年。為宰執、財政官員。一生主要活動於長壽。與岳飛、秦檜、何鑄、何彥猷、岳雲等人交遊唱和。,70
1541,孫抃,宋,孫抃（996-1064），宋人，管城人，藏書家、財政官員、宰執。,孫抃，宋人，籍貫管城。生於996年，卒於1064年。為藏書家、財政官員、宰執。一生主要活動於管城、眉山。與蘇頌、寇準、梁適、吳中復、丁度等人交遊唱和。,75
1611,滕宗諒,宋,滕宗諒，宋人，洛陽人，財政官員。,滕宗諒，宋人，籍貫洛陽。為財政官員。一生主要活動於洛陽。與范仲淹、歐陽修、蘇舜欽、張方平、郭京等人交遊唱和。,54
1882,王隨,宋,王隨，宋人，河陽人，財政官員、宰執。,王隨，宋人，籍貫河陽。為財政官員、宰執。一生主要活動於河陽、河南、洛陽。與林倩、陸佃、釋延壽、釋小壽、釋惟淨等人交遊唱和。,61
2032,楊畏,宋,楊畏（1044-1112），宋人，洛陽人，孝子/孝女、好學、財政官員。,楊畏，宋人，籍貫洛陽。生於1044年，卒於1112年。為孝子/孝女、好學、財政官員。一生主要活動於洛陽。與呂惠卿、王安石、來之邵、呂大防、劉摯等人交遊唱和。,78
3103,程珦,宋,程珦（1006-1090），宋人，洛陽人，為官者、思想家。,程珦，宋人，籍貫洛陽。生於1006年，卒於1090年。為官者、思想家。一生主要活動於洛陽。與文彥博、程敏政、程頤、蘇頌、司馬旦等人交遊唱和。,70
3258,朱翌,宋,朱翌（1097-1167），宋人，鄞縣人，為官者。,朱翌，宋人，籍貫鄞縣。生於1097年，卒於1167年。為官者。一生主要活動於鄞縣、懷寧。與秦檜、周必大、陸游、晁說之、釋仲晚等人交遊唱和。,69
8060,徐俯,宋,徐俯，宋人，分寧人，詩人、宰執。,徐俯，宋人，籍貫分寧。為詩人、宰執。一生主要活動於分寧。與黃庭堅、成子、林彖、張邦昌、梁寅等人交遊唱和。,52
8122,湯思退,宋,湯思退（1117-1164），宋人，青田人，宰執。,湯思退，宋人，籍貫青田。生於1117年，卒於1164年。為宰執。一生主要活動於青田。與薛季宣、釋宗杲、秦檜、辛次膺、汪澈等人交遊唱和。,67
10555,輔廣,宋,輔廣（0-0），宋人，崇德人，收徒講學、理學家、士人。,輔廣，宋人，籍貫崇德。生於0年，卒於0年。為收徒講學、理學家、士人。一生主要活動於崇德、趙州。與朱熹、余端臣、朱鵬飛、呂祖謙、袁桷等人交遊唱和。,72
10617,洪芻,宋,洪芻（0-0），宋人，南昌人，為官者、入元祐黨籍者。,洪芻，宋人，籍貫南昌。生於0年，卒於0年。為官者、入元祐黨籍者。一生主要活動於南昌。與黃庭堅、周紫芝、劉克莊、朱熹、梁寅等人交遊唱和。,67
10640,史堯弼,宋,史堯弼（0-0），宋人，丹稜人，為官者。,史堯弼，宋人，籍貫丹稜。生於0年，卒於0年。為官者。一生主要活動於丹稜。與宇文時中、程敦厚、史堯俟、彭氏(楊椿母)、釋紹宗等人交遊唱和。,68
10702,王師愈,宋,王師愈（1122-1190），宋人，金華人，財政官員。,王師愈，宋人，籍貫金華。生於1122年，卒於1190年。為財政官員。一生主要活動於金華。與朱熹、呂祖儉、呂祖謙等人交遊唱和。,62
11075,林公遇,宋,林公遇（1189-1246），宋人，福清人，孝子/孝女、為官者。,林公遇，宋人，籍貫福清。生於1189年，卒於1246年。為孝子/孝女、為官者。一生主要活動於福清。與劉克莊、方大琮等人交遊唱和。,64
11372,豐稷,宋,豐稷（1033-1107），宋人，鄞縣人，為官者、入元祐黨籍者。,豐稷，宋人，籍貫鄞縣。生於1033年，卒於1107年。為官者、入元祐黨籍者。一生主要活動於鄞縣。與周行己、章惇、安燾、朱熹、張壽鏞等人交遊唱和。,72
11811,劉韐,宋,劉韐（1067-1127），宋人，崇安人，為官者。,劉韐，宋人，籍貫崇安。生於1067年，卒於1127年。為官者。一生主要活動於崇安。與沈與求、陳宗譽、祝奕、張嵲、岳飛等人交遊唱和。,65
12053,王遂,宋,王遂，宋人，金壇人，財政官員。,王遂，宋人，籍貫金壇。為財政官員。一生主要活動於金壇。與劉克莊、劉宰、真德秀、包恢、杜範等人交遊唱和。,51
13303,孫逢吉,宋,孫逢吉（1135-1199），宋人，龍泉人，理學家、為官者。,孫逢吉，宋人，籍貫龍泉。生於1135年，卒於1199年。為理學家、為官者。一生主要活動於龍泉。與韓侂胄、姜夔、劉孝昌、毌昭裔、朱熹等人交遊唱和。,72
13481,曾開,宋,曾開，宋人，山陰人，為官者、思想家。,曾開，宋人，籍貫山陰。為官者、思想家。一生主要活動於山陰、河南府、會稽、洛陽、虔州。與釋宗杲、釋法清、游酢、曾集、周必大等人交遊唱和。,67
14584,葉祖洽,宋,葉祖洽（?- 1118），宋人，上元人，入元祐黨籍者、為官者。,葉祖洽，宋人，籍貫上元。卒於1118年。為入元祐黨籍者、為官者。一生主要活動於上元、江寧、泰寧、邵武。與曾布、江側、蔡確、呂惠卿等人交遊唱和。,71
16877,朱景,宋,朱景（998-1068），宋人，偃師人，為官者。,朱景，宋人，籍貫偃師。生於998年，卒於1068年。為官者。一生主要活動於偃師。與李中師、王尚恭、衛景山、向傳式、魚周詢等人交遊唱和。,67
17479,劉安上,宋,劉安上（1069-1128），宋人，永嘉人，地方士人/鄉紳、為邑里所重、為官者。,劉安上，宋人，籍貫永嘉。生於1069年，卒於1128年。為地方士人/鄉紳、為邑里所重、為官者。一生主要活動於永嘉。與薛嘉言、劉安禮、徐氏(劉瑩妻)、葉適、范純仁等人交遊唱和。,87
20415,劉渙,宋,劉渙（1000-1080），宋人，星子人，為官者。,劉渙，宋人，籍貫星子。生於1000年，卒於1080年。為官者。一生主要活動於星子、高安、筠州。與朱熹、蘇轍、陸游、黃庭堅、歐陽修等人交遊唱和。,71
20742,牟子才,宋,牟子才（0-0），宋人，烏程人，為官者。,牟子才，宋人，籍貫烏程。生於0年，卒於0年。為官者。一生主要活動於烏程、井研。與魏了翁、文天祥、賈似道、丁大全、董宋臣等人交遊唱和。,66
21039,時少章,宋,時少章（1204-0），宋人，金華人，書院山長、史學家、博學之人。,時少章，宋人，籍貫金華。生於1204年，卒於0年。為書院山長、史學家、博學之人。一生主要活動於金華。與呂祖謙、邵自元、吳師道、徐徽言、毛㮚等人交遊唱和。,76
24276,孫侔,宋,孫侔（1019-1084），宋人，湖州人，業進士、孝子/孝女、落第士人。,孫侔，宋人，籍貫湖州。生於1019年，卒於1084年。為業進士、孝子/孝女、落第士人。一生主要活動於湖州。與王安石、歐陽修、沈遘、林希等人交遊唱和。,74
24851,歐陽澈,宋,歐陽澈（1091-1127），宋人，崇仁人，布衣。,歐陽澈，宋人，籍貫崇仁。生於1091年，卒於1127年。為布衣。一生主要活動於崇仁。與周必大、陸游、程珌、范應鈴、鄧名世等人交遊唱和。,67
40880,李燔,宋,李燔，宋人，建昌人，理學家。,李燔，宋人，籍貫建昌。為理學家。一生主要活動於建昌。與朱熹、真德秀、方輗、柳貫、劉宰等人交遊唱和。,49
41857,羅椅,宋,羅椅（1213-?），宋人，廬陵人。,羅椅，宋人，籍貫廬陵。生於1213年。一生主要活動於廬陵。與歐陽玄、羅洪先、羅苹、袁氏(羅椅妻)、文天祥等人交遊唱和。,59
43676,唐重,宋,唐重（1083-1128），宋人，彭山人，為官者、死國難。,唐重，宋人，籍貫彭山。生於1083年，卒於1128年。為官者、死國難。一生主要活動於彭山。與范致虛、童貫、魏了翁、程迪、蔡攸等人交遊唱和。,69
62,陳康伯,宋,陳康伯（1097-1165），宋人，弋陽人，財政官員、宰執。,陳康伯，宋人，籍貫弋陽。生於1097年，卒於1165年。為財政官員、宰執。一生主要活動於弋陽。與王十朋、史正志、林彖、陸游、真德秀等人交遊唱和。,72
147,錢公輔,宋,錢公輔，宋人，武進人，財政官員。,錢公輔，宋人，籍貫武進。為財政官員。一生主要活動於武進。與王安石、司馬光、查深、余象、蘇軾等人交遊唱和。,52
252,張綱,宋,張綱（1083-1166），宋人，金壇人，財政官員、宰執。,張綱，宋人，籍貫金壇。生於1083年，卒於1166年。為財政官員、宰執。一生主要活動於丹陽、金壇。與秦檜、周必大、洪邁、李朝正、倪氏(李華妻)等人交遊唱和。,78
336,章服,宋,章服（1106-1173），宋人，永康人，為邑里所重、財政官員。,章服，宋人，籍貫永康。生於1106年，卒於1173年。為邑里所重、財政官員。一生主要活動於鹽官、永康。與朱夏卿、俞畢、戚方、劉祖禮等人交遊唱和。,72
344,章得象,宋,章得象（978-1048），宋人，浦城人，好學、財政官員、宰執。,章得象，宋人，籍貫浦城。生於978年，卒於1048年。為好學、財政官員、宰執。一生主要活動於浦城。與楊億、宋祁、黃挺、章授、歐陽修等人交遊唱和。,72
561,范純粹,宋,范純粹（1046-1117），宋人，洛陽人，為官者、財政官員、入元祐黨籍者。,范純粹，宋人，籍貫洛陽。生於1046年，卒於1117年。為官者、財政官員、入元祐黨籍者。一生主要活動於吳縣、洛陽。與畢仲游、范純仁、梁寬、李清臣、黃庭堅等人交遊唱和。,83
606,馮拯,宋,馮拯（958-1023），宋人，河陽人，財政官員、宰執。,馮拯，宋人，籍貫河陽。生於958年，卒於1023年。為財政官員、宰執。一生主要活動於河陽、偃師、開封。與劉太初、陸游、王世則、趙普、向敏中等人交遊唱和。,76
627,傅堯俞,宋,傅堯俞，宋人，濟源人，富豪、財政官員、入元祐黨籍者。,傅堯俞，宋人，籍貫濟源。為富豪、財政官員、入元祐黨籍者。一生主要活動於濟源、須城。與司馬光、汪應辰、邵雍、范純仁、毛滂等人交遊唱和。,66
644,韓忠彥,宋,韓忠彥（1038-1109），宋人，安陽人，結社、財政官員、入元祐黨籍者。,韓忠彥，宋人，籍貫安陽。生於1038年，卒於1109年。為結社、財政官員、入元祐黨籍者。一生主要活動於安陽。與畢仲游、徐勣、文氏(韓治妻)、曾布、劉摯等人交遊唱和。,82
714,向子忞,宋,向子忞（1097-1165），宋人，衡山人，財政官員。,向子忞，宋人，籍貫衡山。生於1097年，卒於1165年。為財政官員。一生主要活動於衡山、開封府、開封。與王庭珪等人交遊唱和。,62
874,任顓,宋,任顓（990-1067），宋人，壽光人，經學家—尚書、財政官員。,任顓，宋人，籍貫壽光。生於990年，卒於1067年。為經學家—尚書、財政官員。一生主要活動於臨清、壽光、定陶、洛陽、開封。與王欽若、范諷、孔道輔、夏竦、祖無擇等人交遊唱和。,86
1137,梁適,宋,梁適（1000-1069），宋人，須城人，財政官員、宰執。,梁適，宋人，籍貫須城。生於1000年，卒於1069年。為財政官員、宰執。一生主要活動於須城。與劉元瑜、呂景初、吳中復、龔鼎臣、盧震等人交遊唱和。,72
1294,呂嘉問,宋,呂嘉問，宋人，開封人，為官者、財政官員。,呂嘉問，宋人，籍貫開封。為官者、財政官員。一生主要活動於壽州、開封。與王安石、章惇、蔡卞、李孝壽等人交遊唱和。,55
1496,蘇籀,宋,蘇籀（1091-1164），宋人，金華人，財政官員。,蘇籀，宋人，籍貫金華。生於1091年，卒於1164年。為財政官員。一生主要活動於金華、眉州。與蘇轍、秦檜、王浚明、蘇詡、伍崇曜等人交遊唱和。,70
1712,曾紆,宋,曾紆（1073-1135），宋人，丹徒人，結社、財政官員、入元祐黨籍者。,曾紆，宋人，籍貫丹徒。生於1073年，卒於1135年。為結社、財政官員、入元祐黨籍者。一生主要活動於丹徒、南豐。與周必大、黃庭堅、馬廷鸞、陸游、梁寅等人交遊唱和。,81
3483,李建中,宋,李建中（945-1013），宋人，洛陽人，書法家、為官者。,李建中，宋人，籍貫洛陽。生於945年，卒於1013年。為書法家、為官者。一生主要活動於洛陽、京兆府、華陽。與歐陽修、孔武仲、黃庭堅、周必大、吳師道等人交遊唱和。,80
7001,常同,宋,常同（1090-1149），宋人，海鹽人，史學家、為官者。,常同，宋人，籍貫海鹽。生於1090年，卒於1149年。為史學家、為官者。一生主要活動於海鹽、嘉興、邛州、開封。與林仲堪、吳元美、綦崇禮、汪應辰、高斯得等人交遊唱和。,82
8022,趙槩,宋,趙槩（996-1083），宋人，虞城人，收藏家、宰執。,趙槩，宋人，籍貫虞城。生於996年，卒於1083年。為收藏家、宰執。一生主要活動於虞城。與張方平、蘇軾、歐陽修、蘇舜欽、宋祁等人交遊唱和。,69
8052,何㮚,宋,何㮚（1089-1127），宋人，仁壽人，死國難、宰執。,何㮚，宋人，籍貫仁壽。生於1089年，卒於1127年。為死國難、宰執。一生主要活動於仁壽。與林待聘、魏了翁、胡閎休、趙栩、員興宗等人交遊唱和。,71
8162,吳奎,宋,吳奎（1011-1068），宋人，北海人，好金石、宰執。,吳奎，宋人，籍貫北海。生於1011年，卒於1068年。為好金石、宰執。一生主要活動於北海。與歐陽修、劉攽、唐介、時旦、趙明誠等人交遊唱和。,69
8178,王倫,宋,王倫（1084-1144），宋人，莘縣人，宰執。,王倫，宋人，籍貫莘縣。生於1084年，卒於1144年。為宰執。一生主要活動於莘縣、開封。與袁燮、陳之茂、秦檜、朱熹等人交遊唱和。,64
10156,洪皓,宋,洪皓（1088-1155），宋人，鄱陽人，農民、為官者。,洪皓，宋人，籍貫鄱陽。生於1088年，卒於1155年。為農民、為官者。一生主要活動於鄱陽。與洪适、秦檜、真德秀、胡次焱等人交遊唱和。,66
11864,劉勉之,宋,劉勉之，宋人，崇安人，農民、收徒講學。,劉勉之，宋人，籍貫崇安。為農民、收徒講學。一生主要活動於崇安。與朱熹、劉子翬、譙定、程頤、秦檜等人交遊唱和。,54
14761,邢居實,宋,邢居實（1068-1087），宋人，雍邱人，士人、未參加科舉而卒。,邢居實，宋人，籍貫雍邱。生於1068年，卒於1087年。為士人、未參加科舉而卒。一生主要活動於雍邱、陽武。與黃庭堅、晁說之、陳傅良、司馬光、晁補之等人交遊唱和。,80
15217,趙方,宋,趙方（?- 1221），宋人，衡山人，為官者、武官。,趙方，宋人，籍貫衡山。卒於1221年。為官者、武官。一生主要活動於衡山。與劉宰、江應洪、蔣叔輿、程光庭、朱熹等人交遊唱和。,61
15571,曾丰,宋,曾丰（1142-0），宋人，樂安人，為官者。,曾丰，宋人，籍貫樂安。生於1142年，卒於0年。為官者。一生主要活動於樂安。與鄧傳之、程叔達、李如箎、虞集、趙汝愚等人交遊唱和。,64
15744,孫甫,宋,孫甫（998-1057），宋人，陽翟人，好學、財政官員。,孫甫，宋人，籍貫陽翟。生於998年，卒於1057年。為好學、財政官員。一生主要活動於陽翟。與司馬光、王安石、尹洙、歐陽修、呂南公等人交遊唱和。,71
15772,程元鳳,宋,程元鳳（1200-1269），宋人，歙縣人，財政官員、宰執。,程元鳳，宋人，籍貫歙縣。生於1200年，卒於1269年。為財政官員、宰執。一生主要活動於歙縣。與程敏政、鮑壽孫、吳龍翰、丁大全、何景文等人交遊唱和。,74
15939,孔道輔,宋,孔道輔（986-1039），宋人，仙源人，為官者。,孔道輔，宋人，籍貫仙源。生於986年，卒於1039年。為官者。一生主要活動於曲阜、仙源。與晏殊、任顓、吳師道、朱存理、王安石等人交遊唱和。,69
20987,李存,宋,李存（0-0），宋人，汴梁路人，為官者。,李存，宋人，籍貫汴梁路。生於0年，卒於0年。為官者。一生主要活動於興國、汴梁路。與于岳、毛克周、夏有慶、祝蕃、張靁等人交遊唱和。,64
21672,曹豳,宋,曹豳（1170-1249），宋人，吳縣人，為官者。,曹豳，宋人，籍貫吳縣。生於1170年，卒於1249年。為官者。一生主要活動於吳縣、瑞安。與劉克莊、方大琮、劉宰、郭磊卿、徐清叟等人交遊唱和。,70
22275,韋不伐,宋,韋不伐（979-1052），宋人，穀城人，收徒講學、鄉先生、低級官僚。,韋不伐，宋人，籍貫穀城。生於979年，卒於1052年。為收徒講學、鄉先生、低級官僚。一生主要活動於襄陽、宋城、穀城。與張方平、范仲淹、石延年、明鎬、晏殊等人交遊唱和。,83
23969,方疇,宋,方疇（0-0），宋人，弋陽人，為官者、思想家。,方疇，宋人，籍貫弋陽。生於0年，卒於0年。為官者、思想家。一生主要活動於弋陽。與秦檜、真德秀、戴表元、汪應辰等人交遊唱和。,61
24657,梁師成,宋,梁師成（0-1126），宋人，開封人，宦官。,梁師成，宋人，籍貫開封。生於0年，卒於1126年。為宦官。一生主要活動於開封。與石?、金安節、蔣瑎、蘇元老、高俅等人交遊唱和。,63
26431,家鉉翁,宋,家鉉翁（1213-0），宋人，鄜州人，遺民、經學家、宰執。,家鉉翁，宋人，籍貫鄜州。生於1213年，卒於0年。為遺民、經學家、宰執。一生主要活動於鄜州、眉山、眉州。與吳師道、釋虎巖、趙汝騰、陸九淵等人交遊唱和。,75
33263,許月卿,宋,許月卿（1216-1285），宋人，婺源人，死國難、為官者。,許月卿，宋人，籍貫婺源。生於1216年，卒於1285年。為死國難、為官者。一生主要活動於婺源。與許大寧、丁大全、謝枋得、賈似道、許日卿等人交遊唱和。,74
35005,曾季貍,宋,曾季貍（0-0），宋人，臨川人，理學家、隱居（有隱德）。,曾季貍，宋人，籍貫臨川。生於0年，卒於0年。為理學家、隱居（有隱德）。一生主要活動於臨川。與朱熹、陸游、林之奇、呂祖謙等人交遊唱和。,66
38818,戚方,宋,戚方（0-0），宋人，武將、軍閥、精於騎射。,戚方，宋人。生於0年，卒於0年。為武將、軍閥、精於騎射。與扈成、岳飛、方致堯、章服、朱嗣孟等人交遊唱和。,52
41396,吳翌,宋,吳翌（1129-1177），宋人，建寧人，處士、主動放棄科舉、理學家。,吳翌，宋人，籍貫建寧。生於1129年，卒於1177年。為處士、主動放棄科舉、理學家。一生主要活動於建寧、衡山、建州。與朱熹等人交遊唱和。,68
42373,林彖,宋,林彖，宋人，仙遊人，隱士、孝子/孝女。,林彖，宋人，籍貫仙遊。為隱士、孝子/孝女。一生主要活動於仙遊、真州。與任象先、任申先、周葵、林孝澤、徐俯等人交遊唱和。,59
3,安燾,宋,安燾，宋人，開封人，布衣、財政官員、入元祐黨籍者。,安燾，宋人，籍貫開封。為布衣、財政官員、入元祐黨籍者。一生主要活動於開封。與章惇、安惇、豐稷、來之邵、葉濤等人交遊唱和。,60
128,程瑀,宋,程瑀（1087-1152），宋人，浮梁人，財政官員。,程瑀，宋人，籍貫浮梁。生於1087年，卒於1152年。為財政官員。一生主要活動於浮梁。與程敏政、秦檜、胡璪、徐處仁等人交遊唱和。,64
634,韓縝,宋,韓縝（1019-1097），宋人，雍邱人，財政官員、宰執。,韓縝，宋人，籍貫雍邱。生於1019年，卒於1097年。為財政官員、宰執。一生主要活動於雍邱。與俞康直、蘇轍、章惇、馮如晦、畢仲游等人交遊唱和。,71
1464,施昌言,宋,施昌言（0-1064），宋人，吳縣人，為官者、財政官員。,施昌言，宋人，籍貫吳縣。生於0年，卒於1064年。為官者、財政官員。一生主要活動於吳縣、靜海。與歐陽修、范仲淹、蘇頌、賈昌朝、沈遘等人交遊唱和。,72
1767,王欽臣,宋,王欽臣，宋人，宋城人，藏書家、版本學家、好金石。,王欽臣，宋人，籍貫宋城。為藏書家、版本學家、好金石。一生主要活動於宋城。與呂頤浩、文彥博、呂大臨、孔武仲、畢仲游等人交遊唱和。,63
1967,吳中復,宋,吳中復（1011-1078），宋人，永興人，良吏;循吏、經學家—易經、財政官員。,吳中復，宋人，籍貫永興。生於1011年，卒於1078年。為良吏;循吏、經學家—易經、財政官員。一生主要活動於永興。與歐陽修、梁適、孔武仲、呂景初、蘇洵等人交遊唱和。,82
2058,葉顒,宋,葉顒，宋人，仙遊人，財政官員、宰執。,葉顒，宋人，籍貫仙遊。為財政官員、宰執。一生主要活動於仙遊。與林光朝、汪應辰、王十朋、張孝祥等人交遊唱和。,53
3031,戚同文,宋,戚同文（904-976），宋人，楚丘人，詩人、孝子/孝女、收徒講學。,戚同文，宋人，籍貫楚丘。生於904年，卒於976年。為詩人、孝子/孝女、收徒講學。一生主要活動於楚丘。與滕知白、宗翼、許驤、李承造、滕涉等人交遊唱和。,75
3439,孔文仲,宋,孔文仲（1037-1087），宋人，新淦人，財政官員、入元祐黨籍者。,孔文仲，宋人，籍貫新淦。生於1037年，卒於1087年。為財政官員、入元祐黨籍者。一生主要活動於新喻、新淦。與丁隲、文彥博、蘇軾、周必大、蘇頌等人交遊唱和。,78
7053,呂誨,宋,呂誨（1014-1071），宋人，洛陽人，為官者。,呂誨，宋人，籍貫洛陽。生於1014年，卒於1071年。為官者。一生主要活動於開封府、安次、洛陽。與司馬光、周必大、王安石、卓玘、侯紹曾等人交遊唱和。,74
7105,謝濤,宋,謝濤（?- 1034），宋人，吳江人，為官者。,謝濤，宋人，籍貫吳江。卒於1034年。為官者。一生主要活動於富陽、吳江。與范仲淹、丁謂、錢昆、龔緯、凌咸等人交遊唱和。,59
7225,傅楫,宋,傅楫（1042-1102），宋人，仙遊人，為官者。,傅楫，宋人，籍貫仙遊。生於1042年，卒於1102年。為官者。一生主要活動於宜興、仙遊。與曾布、林希等人交遊唱和。,57
7335,石宗昭,宋,石宗昭（0-0），宋人，新昌人，為官者。,石宗昭，宋人，籍貫新昌。生於0年，卒於0年。為官者。一生主要活動於新昌。與朱熹、呂祖謙、黃溍、薛季宣、陸九淵等人交遊唱和。,61
8039,朱勝非,宋,朱勝非（1082-1144），宋人，吳縣人，宰執。,朱勝非，宋人，籍貫吳縣。生於1082年，卒於1144年。為宰執。一生主要活動於吳縣、蔡州、汝陽。與仲并、劉彥弼、秦檜、江躋、汪應辰等人交遊唱和。,72
8140,汪澈,宋,汪澈（1109-1171），宋人，浮梁人，宰執。,汪澈，宋人，籍貫浮梁。生於1109年，卒於1171年。為宰執。一生主要活動於浮梁。與薛季宣、周必大、湯思退等人交遊唱和。,60
10224,高閌,宋,高閌（1097-1153），宋人，鄞縣人，經學家、為官者。,高閌，宋人，籍貫鄞縣。生於1097年，卒於1153年。為經學家、為官者。一生主要活動於鄞縣。與秦檜、柴禹聲、師維藩、袁燮、蔣璯等人交遊唱和。,70
10244,吳璘,宋,吳璘（1102-1167），宋人，成都人，精於騎射、武官。,吳璘，宋人，籍貫成都。生於1102年，卒於1167年。為精於騎射、武官。一生主要活動於隴干、成都。與魏了翁、汪應辰、晁公遡、王曮、楊從義等人交遊唱和。,75
10567,楊長孺,宋,楊長孺，宋人，吉水人，良吏;循吏、為官者。,楊長孺，宋人，籍貫吉水。為良吏;循吏、為官者。一生主要活動於吉水、廬陵。與歐陽守道、朱熹、王庭珪、葛長庚、吳懿德等人交遊唱和。,63
10759,岳珂,宋,岳珂（1183-?），宋人，貴池人，良吏;循吏、財政官員。,岳珂，宋人，籍貫貴池。生於1183年。為良吏;循吏、財政官員。一生主要活動於蕩陰、貴池。與岳飛、阮秀實、米芾、秦檜、曾孝總等人交遊唱和。,68
11080,陳次升,宋,陳次升（1044-1119），宋人，仙遊人，為官者、入元祐黨籍者。,陳次升，宋人，籍貫仙遊。生於1044年，卒於1119年。為官者、入元祐黨籍者。一生主要活動於仙遊。與蔡卞、曾布、章惇、林彖、薛紹彭等人交遊唱和。,72
12332,謝薖,宋,謝薖（?- 1116），宋人，臨川人，詩人、士人。,謝薖，宋人，籍貫臨川。卒於1116年。為詩人、士人。一生主要活動於臨川。與吳仕舜、黃庭堅等人交遊唱和。,51
13192,蕭楚,宋,蕭楚（1064-1130），宋人，太和人，經學家—春秋、收徒講學。,蕭楚，宋人，籍貫太和。生於1064年，卒於1130年。為經學家—春秋、收徒講學。一生主要活動於太和。與胡鑄、馮澥等人交遊唱和。,63
13682,張良臣,宋,張良臣（0-0），宋人，鄞縣人，詩人、為官者。,張良臣，宋人，籍貫鄞縣。生於0年，卒於0年。為詩人、為官者。一生主要活動於鄞縣、洛陽。與孫夢觀、魏杞、周必大、戴表元等人交遊唱和。,65
15200,張世傑,宋,張世傑（?- 1279），宋人，范陽人，武官。,張世傑，宋人，籍貫范陽。卒於1279年。為武官。一生主要活動於范陽。與吳寶信、呂再興、鄭思肖、陸秀夫、蘇劉義等人交遊唱和。,61
16667,朱壽昌,宋,朱壽昌，宋人，天長人，孝子/孝女、為官者、隱居（有隱德）。,朱壽昌，宋人，籍貫天長。為孝子/孝女、為官者、隱居（有隱德）。一生主要活動於天長。與蘇軾、王安石、蘇頌等人交遊唱和。,58
16878,朱光庭,宋,朱光庭（1037-1094），宋人，偃師人，為官者、入元祐黨籍者。,朱光庭，宋人，籍貫偃師。生於1037年，卒於1094年。為官者、入元祐黨籍者。一生主要活動於偃師。與范祖禹、程顥、程頤、章惇、蔡確等人交遊唱和。,72
17635,唐士恥,宋,唐士恥（0-0），宋人，金華人，為官者。,唐士恥，宋人，籍貫金華。生於0年，卒於0年。為官者。一生主要活動於金華。與范祖禹、邢昺、狄青等人交遊唱和。,53
18726,薛紹彭,宋,薛紹彭（0-0），宋人，長安人，好金石、為官者。,薛紹彭，宋人，籍貫長安。生於0年，卒於0年。為好金石、為官者。一生主要活動於長安、萬泉。與趙令穰、蘇軾、呂大臨、陳次升、孫畋等人交遊唱和。,69
22250,王師顏,宋,王師顏（0-0），宋人，洹水人，為官者。,王師顏，宋人，籍貫洹水。生於0年，卒於0年。為官者。一生主要活動於浚儀、洹水、成安、鄭州。與嵇穎、石延年、王廣廉、王廣淵、王廣臨等人交遊唱和。,71
22488,楊輔,宋,楊輔（0-0），宋人，小溪人，財政官員。,楊輔，宋人，籍貫小溪。生於0年，卒於0年。為財政官員。一生主要活動於小溪、遂寧。與魏了翁、安世通、李道傳、安丙等人交遊唱和。,62
24710,游佀,宋,游佀（0-0），宋人，德清人，為官者。,游佀，宋人，籍貫德清。生於0年，卒於0年。為官者。一生主要活動於德清、南充。與魏了翁、方大琮、洪咨夔、劉克莊、趙汝騰等人交遊唱和。,65
24717,黃度,宋,黃度（1138-1213），宋人，新昌人，為官者。,黃度，宋人，籍貫新昌。生於1138年，卒於1213年。為官者。一生主要活動於新昌。與葉適、袁燮、呂祖謙、劉宰、朱熹等人交遊唱和。,64
27708,趙善括,宋,趙善括（0-0），宋人，南昌人，宗子、為官者。,趙善括，宋人，籍貫南昌。生於0年，卒於0年。為宗子、為官者。一生主要活動於南昌、虔州。與趙伯術、辛次膺、范仲淹、趙抃、辛棄疾等人交遊唱和。,69
37927,王珹,宋,王珹（1247-1324），宋人，金華人，博學之人。,王珹，宋人，籍貫金華。生於1247年，卒於1324年。為博學之人。一生主要活動於金華、義烏。與葉閶、金履祥、戴表元、胡長孺、謝翺等人交遊唱和。,71
41534,吳必大,宋,吳必大，宋人，興國軍人，理學家。,吳必大，宋人，籍貫興國軍。為理學家。一生主要活動於興國、興國軍。與朱熹、呂祖謙等人交遊唱和。,46
42522,林用中,宋,林用中，宋人，古田人，地方士人/鄉紳、收徒講學、不求仕。,林用中，宋人，籍貫古田。為地方士人/鄉紳、收徒講學、不求仕。一生主要活動於古田。與朱熹、林師魯、林光朝、程深父等人交遊唱和。,62
44565,夏珪,宋,夏珪，宋人，錢塘人，畫家。,夏珪，宋人，籍貫錢塘。為畫家。一生主要活動於錢塘。與范寬、丁玉川、章瑾、戴璡等人交遊唱和。,45
573520,釋法照,宋,釋法照（910-989），宋女，高平人，比丘尼。,釋法照，宋女，籍貫高平。生於910年，卒於989年。為比丘尼。一生主要活動於洛陽、高平、中山。與釋瓊禧、彭祐之、李氏(李嗣源女)、釋堅俊、釋堅滿等人交遊唱和。,79
122,程師孟,宋,程師孟（1009-1086），宋人，吳縣人，財政官員。,程師孟，宋人，籍貫吳縣。生於1009年，卒於1086年。為財政官員。一生主要活動於吳縣。與華鎮、陸佃、程敏政、王安石、元絳等人交遊唱和。,68
