personid,name,dynasty,one_liner,bio_paragraph,word_count
3257,朱熹,宋,朱熹（1130-1200），宋人，建州人，為官者、教師：軍事教官、詩人。,朱熹，宋人，籍貫建州。生於1130年，卒於1200年。為官者、教師：軍事教官、詩人。一生主要活動於婺源、建州。與呂祖謙、真德秀、魏了翁、魏掞之、劉清之等人交遊唱和。,82
3767,蘇軾,宋,蘇軾（1036-1101），宋人，眉山人，書法家、史學家、博學之人。,蘇軾，宋人，籍貫眉山。生於1036年，卒於1101年。為書法家、史學家、博學之人。一生主要活動於開封、眉山、杭州、雅州、湖州。與黃庭堅、周必大、李之儀、陸游、釋惠洪等人交遊唱和。,89
7197,周必大,宋,周必大（1126-1204），宋人，廬陵人，宰執。,周必大，宋人，籍貫廬陵。生於1126年，卒於1204年。為宰執。一生主要活動於廬陵、平江府。與蘇軾、黃庭堅、歐陽修、向子諲、王庭珪等人交遊唱和。,72
3595,劉克莊,宋,劉克莊（1187-1269），宋人，莆田人，財政官員。,劉克莊，宋人，籍貫莆田。生於1187年，卒於1269年。為財政官員。一生主要活動於莆田。與真德秀、林希逸、蔡襄、蘇軾、方大琮等人交遊唱和。,69
1384,歐陽修,宋,歐陽修（1007-1072），宋人，新鄭人，史學家、博學之人、收藏家。,歐陽修，宋人，籍貫新鄭。生於1007年，卒於1072年。為史學家、博學之人、收藏家。一生主要活動於新鄭、廬陵。與周必大、蔡襄、尹洙、梅堯臣、蘇洵等人交遊唱和。,79
7111,黃庭堅,宋,黃庭堅（1045-1105），宋人，分寧人，書法家、詩人、史學家。,黃庭堅，宋人，籍貫分寧。生於1045年，卒於1105年。為書法家、詩人、史學家。一生主要活動於金華、分寧、宜州。與蘇軾、周必大、梁寅、李之儀、洪芻等人交遊唱和。,80
4001,魏了翁,宋,魏了翁（1178-1237），宋人，蒲江人，收徒講學、為官者、思想家。,魏了翁，宋人，籍貫蒲江。生於1178年，卒於1237年。為收徒講學、為官者、思想家。一生主要活動於蒲江、吳縣、長洲、平江府。與虞剛簡、朱熹、蘇軾、真德秀、安丙等人交遊唱和。,86
1762,王安石,宋,王安石（1021-1086），宋人，臨川人，書法家、畫家、詩人。,王安石，宋人，籍貫臨川。生於1021年，卒於1086年。為書法家、畫家、詩人。一生主要活動於臨川、江寧府。與黃庭堅、歐陽修、呂惠卿、李之儀、孫侔等人交遊唱和。,79
3624,樓鑰,宋,樓鑰（1137-1213），宋人，鄞縣人，富豪、理學家、宰執。,樓鑰，宋人，籍貫鄞縣。生於1137年，卒於1213年。為富豪、理學家、宰執。一生主要活動於鄞縣。與史浩、蘇軾、樓异、黃庭堅、婁機等人交遊唱和。,71
7055,呂祖謙,宋,呂祖謙（1137-1181），宋人，金華人，地方士人/鄉紳、史學家、理學家。,呂祖謙，宋人，籍貫金華。生於1137年，卒於1181年。為地方士人/鄉紳、史學家、理學家。一生主要活動於金華、武義、紹興府、臨安府、衢州。與朱熹、周必大、潘景憲、真德秀、汪應辰等人交遊唱和。,95
10566,楊萬里,宋,楊萬里（1127-1206），宋人，吉水人，詩人、財政官員、思想家。,楊萬里，宋人，籍貫吉水。生於1127年，卒於1206年。為詩人、財政官員、思想家。一生主要活動於吉水。與周必大、朱熹、劉承弼、余端禮、王庭珪等人交遊唱和。,77
10258,真德秀,宋,真德秀（1178-1235），宋人，浦城人，理學家、宰執、思想家。,真德秀，宋人，籍貫浦城。生於1178年，卒於1235年。為理學家、宰執、思想家。一生主要活動於浦城。與劉克莊、朱熹、魏了翁、劉宰、呂祖謙等人交遊唱和。,75
10749,葉適,宋,葉適（1150-1223），宋人，永嘉人，孝子/孝女、經世學者、財政官員。,葉適，宋人，籍貫永嘉。生於1150年，卒於1223年。為孝子/孝女、經世學者、財政官員。一生主要活動於永嘉。與林鼒、朱熹、林鼐、包昂、夏庭簡等人交遊唱和。,77
3640,陸游,宋,陸游（1125-1209），宋人，山陰人，詩人、財政官員。,陸游，宋人，籍貫山陰。生於1125年，卒於1209年。為詩人、財政官員。一生主要活動於山陰。與蘇軾、曾幾、周必大、晁說之、范成大等人交遊唱和。,71
8008,秦檜,宋,秦檜（1090-1155），宋人，江寧人，酷吏、宰執。,秦檜，宋人，籍貫江寧。生於1090年，卒於1155年。為酷吏、宰執。一生主要活動於江寧。與林季仲、鄭剛中、范同、薛徽言、程宏濟等人交遊唱和。,70
1488,司馬光,宋,司馬光（1019-1086），宋人，夏縣人，宰執、為官者、經學家—左傳。,司馬光，宋人，籍貫夏縣。生於1019年，卒於1086年。為宰執、為官者、經學家—左傳。一生主要活動於夏縣、洛陽。與范祖禹、蘇軾、朱熹、王安石、文彥博等人交遊唱和。,81
7164,張栻,宋,張栻（1133-1180），宋人，衡陽人，理學家、為官者、思想家。,張栻，宋人，籍貫衡陽。生於1133年，卒於1180年。為理學家、為官者、思想家。一生主要活動於綿竹、衡陽。與朱熹、呂祖謙、真德秀、方耒、吳翌等人交遊唱和。,77
7026,范祖禹,宋,范祖禹（1041-1098），宋人，華陽人，史學家、為官者、思想家。,范祖禹，宋人，籍貫華陽。生於1041年，卒於1098年。為史學家、為官者、思想家。一生主要活動於華陽、開封。與司馬光、蘇軾、司馬康、文彥博、趙瞻等人交遊唱和。,79
8043,范仲淹,宋,范仲淹（989-1052），宋人，吳縣人，理學家、宰執。,范仲淹，宋人，籍貫吳縣。生於989年，卒於1052年。為理學家、宰執。一生主要活動於徐州、吳縣、邠州、河南、洛陽。與尹洙、胡則、歐陽修、晏殊、張方平等人交遊唱和。,81
8078,李綱,宋,李綱（1083-1140），宋人，無錫人，宰執。,李綱，宋人，籍貫無錫。生於1083年，卒於1140年。為宰執。一生主要活動於無錫、邵武。與秦檜、朱熹、鄧肅、蘇軾、釋慧深等人交遊唱和。,67
11800,劉宰,宋,劉宰（1166-1239），宋人，金壇人，理學家、為官者。,劉宰，宋人，籍貫金壇。生於1166年，卒於1239年。為理學家、為官者。一生主要活動於金壇。與真德秀、杜範、劉蒙慶、羅愚、衛炳等人交遊唱和。,70
1649,蔡京,宋,蔡京（1047-1126），宋人，仙遊人，王安石新法支持者、財政官員、宰執。,蔡京，宋人，籍貫仙遊。生於1047年，卒於1126年。為王安石新法支持者、財政官員、宰執。一生主要活動於仙遊。與毛滂、陳次升、劉羲仲、曾孝序、章縯等人交遊唱和。,80
19123,文天祥,宋,文天祥（1236-1283），宋人，廬陵人，宰執、思想家。,文天祥，宋人，籍貫廬陵。生於1236年，卒於1283年。為宰執、思想家。一生主要活動於廬陵、吉水。與歐陽守道、何時、胡穎、王國望、王炎午等人交遊唱和。,75
3632,陸九淵,宋,陸九淵（1139-1192），宋人，金谿人，理學家、經學家、為官者。,陸九淵，宋人，籍貫金谿。生於1139年，卒於1192年。為理學家、經學家、為官者。一生主要活動於金谿。與朱熹、林夢英、曾祖道、包恢、汪堅老等人交遊唱和。,76
7364,曾鞏,宋,曾鞏（1019-1083），宋人，南豐人，史學家、藏書家、經學家。,曾鞏，宋人，籍貫南豐。生於1019年，卒於1083年。為史學家、藏書家、經學家。一生主要活動於南豐。與歐陽修、王安石、孔延之、李獻卿、章佑等人交遊唱和。,76
10565,胡銓,宋,胡銓（1102-1180），宋人，廬陵人，為官者。,胡銓，宋人，籍貫廬陵。生於1102年，卒於1180年。為官者。一生主要活動於廬陵。與周必大、王庭珪、向子諲、蕭楚、朱熹等人交遊唱和。,66
10706,王柏,宋,王柏（1197-1274），宋人，金華人，地方士人/鄉紳、畫家、詩人。,王柏，宋人，籍貫金華。生於1197年，卒於1274年。為地方士人/鄉紳、畫家、詩人。一生主要活動於金華。與朱熹、葉由庚、米芾、呂祖謙、呂祖儉等人交遊唱和。,77
630,韓琦,宋,韓琦（1008-1075），宋人，安陽人，財政官員、宰執。,韓琦，宋人，籍貫安陽。生於1008年，卒於1075年。為財政官員、宰執。一生主要活動於安陽、泉州。與歐陽修、尹洙、蘇軾、蘇洵、范仲淹等人交遊唱和。,73
3075,陳亮,宋,陳亮（1143-1194），宋人，永康人，經世學者、為官者、思想家。,陳亮，宋人，籍貫永康。生於1143年，卒於1194年。為經世學者、為官者、思想家。一生主要活動於永康。與朱熹、呂祖謙、辛棄疾、葉適、郎翥等人交遊唱和。,75
7343,孫覿,宋,孫覿（1081-1169），宋人，武進人，史學家、財政官員。,孫覿，宋人，籍貫武進。生於1081年，卒於1169年。為史學家、財政官員。一生主要活動於晉陵、武進。與鄒宗謨、張守、呂靖、董棻、莫伯虛等人交遊唱和。,74
10585,陳傅良,宋,陳傅良（1137-1203），宋人，瑞安人，為官者、思想家。,陳傅良，宋人，籍貫瑞安。生於1137年，卒於1203年。為官者、思想家。一生主要活動於瑞安。與薛季宣、朱熹、曹叔遠、林居實、葉適等人交遊唱和。,71
11134,黃榦,宋,黃榦（1152-1221），宋人，閩縣人，理學家、良吏;循吏、為官者。,黃榦，宋人，籍貫閩縣。生於1152年，卒於1221年。為理學家、良吏;循吏、為官者。一生主要活動於閩縣。與朱熹、李道傳、董銖、潘柄、林憲卿等人交遊唱和。,76
13,晁補之,宋,晁補之（1049-1106），宋人，鉅野人，書法家、為官者、畫家。,晁補之，宋人，籍貫鉅野。生於1049年，卒於1106年。為書法家、為官者、畫家。一生主要活動於鉅野、金鄉。與蘇軾、黃庭堅、李昭玘、晁端本、劉羲仲等人交遊唱和。,79
2022,楊時,宋,楊時（1053-1135），宋人，將樂人，收徒講學、理學家、財政官員。,楊時，宋人，籍貫將樂。生於1053年，卒於1135年。為收徒講學、理學家、財政官員。一生主要活動於將樂。與程顥、程頤、游酢、司馬光、曾肇等人交遊唱和。,75
10289,袁燮,宋,袁燮（1144-1224），宋人，鄞縣人，道士、為官者、思想家。,袁燮，宋人，籍貫鄞縣。生於1144年，卒於1224年。為道士、為官者、思想家。一生主要活動於鄞縣。與蘇軾、豐有俊、真德秀、李十鑑、袁桷等人交遊唱和。,74
3105,程頤,宋,程頤（1033-1107），宋人，洛陽人，削籍官員、經學家、經學家—春秋。,程頤，宋人，籍貫洛陽。生於1033年，卒於1107年。為削籍官員、經學家、經學家—春秋。一生主要活動於洛陽。與程敏政、朱熹、尹焞、魏了翁、呂大臨等人交遊唱和。,79
11328,方大琮,宋,方大琮（1183-1247），宋人，莆田人，為官者。,方大琮，宋人，籍貫莆田。生於1183年，卒於1247年。為官者。一生主要活動於莆田。與李昴英、劉克莊、林希逸、方之泰、徐鹿卿等人交遊唱和。,69
10892,陳宓,宋,陳宓（1171-1230），宋人，莆田人，理學家、良吏;循吏、為官者。,陳宓，宋人，籍貫莆田。生於1171年，卒於1230年。為理學家、良吏;循吏、為官者。一生主要活動於莆田。與真德秀、朱熹、傅伯成、孫德輿、丁焴等人交遊唱和。,77
3888,鄒浩,宋,鄒浩（1060-1111），宋人，武進人，鄉先生、為官者、思想家。,鄒浩，宋人，籍貫武進。生於1060年，卒於1111年。為鄉先生、為官者、思想家。一生主要活動於晉陵、武進。與呂嘉問、張次元、蘇頌、田晝、梁寅等人交遊唱和。,77
1759,汪應辰,宋,汪應辰（1118-1176），宋人，德安人，為官者、財政官員、思想家。,汪應辰，宋人，籍貫德安。生於1118年，卒於1176年。為官者、財政官員、思想家。一生主要活動於玉山、德安。與朱熹、呂公著、呂祖謙、司馬光、黃庭堅等人交遊唱和。,80
669,韓元吉,宋,韓元吉（1118-1187），宋人，上饒人，財政官員。,韓元吉，宋人，籍貫上饒。生於1118年，卒於1187年。為財政官員。一生主要活動於開封府、上饒。與尹焞、龐謙孺、陸游、朱熹、汪杞等人交遊唱和。,71
217,張方平,宋,張方平（1007-1091），宋人，宋城人，王安石新法反對者、財政官員、宰執。,張方平，宋人，籍貫宋城。生於1007年，卒於1091年。為王安石新法反對者、財政官員、宰執。一生主要活動於宋城。與蘇洵、蘇軾、范仲淹、蘇轍、嵇穎等人交遊唱和。,79
1651,蔡襄,宋,蔡襄（1012-1067），宋人，仙遊人，書法家、詩人、史學家。,蔡襄，宋人，籍貫仙遊。生於1012年，卒於1067年。為書法家、詩人、史學家。一生主要活動於仙遊。與歐陽修、劉克莊、周必大、唐詢、翟汝文等人交遊唱和。,75
8116,蘇頌,宋,蘇頌（1020-1101），宋人，泉州人，好金石、宰執。,蘇頌，宋人，籍貫泉州。生於1020年，卒於1101年。為好金石、宰執。一生主要活動於丹陽、泉州。與胡及、王舉正、釋擇隨、范仲淹、曾肇等人交遊唱和。,73
1493,蘇轍,宋,蘇轍（1039-1112），宋人，眉山人，財政官員、入元祐黨籍者、宰執。,蘇轍，宋人，籍貫眉山。生於1039年，卒於1112年。為財政官員、入元祐黨籍者、宰執。一生主要活動於眉山。與周必大、蘇軾、歐陽修、張方平、釋省聰等人交遊唱和。,79
559,范純仁,宋,范純仁（1027-1101），宋人，洛陽人，良吏;循吏、財政官員、入元祐黨籍者。,范純仁，宋人，籍貫洛陽。生於1027年，卒於1101年。為良吏;循吏、財政官員、入元祐黨籍者。一生主要活動於吳縣、洛陽。與畢仲游、司馬光、毌沆、司馬旦、范純粹等人交遊唱和。,86
10598,王十朋,宋,王十朋（1112-1171），宋人，樂清人，為官者。,王十朋，宋人，籍貫樂清。生於1112年，卒於1171年。為官者。一生主要活動於樂清。與王之望、杜莘老、范仲淹、張闡、趙令詪等人交遊唱和。,68
10296,袁甫,宋,袁甫（1174-1240），宋人，鄞縣人，為官者、思想家。,袁甫，宋人，籍貫鄞縣。生於1174年，卒於1240年。為官者、思想家。一生主要活動於鄞縣。與馬光祖、袁燮、陸九淵、真德秀、呂祖謙等人交遊唱和。,71
3326,韓侂胄,宋,韓侂胄（1152-1207），宋人，錢塘人，理學家、宰執。,韓侂胄，宋人，籍貫錢塘。生於1152年，卒於1207年。為理學家、宰執。一生主要活動於安陽、錢塘。與呂祖儉、李孟傳、敖陶孫、史彌遠、詹初等人交遊唱和。,75
3029,晁說之,宋,晁說之（1059-1129），宋人，上元人，畫家、詩人、經學家。,晁說之，宋人，籍貫上元。生於1059年，卒於1129年。為畫家、詩人、經學家。一生主要活動於上元、清豐、江寧、開封。與蘇軾、陸游、黃庭堅、劉羲仲、司馬光等人交遊唱和。,83
10374,賈似道,宋,賈似道（1213-1275），宋人，天台人，宰執。,賈似道，宋人，籍貫天台。生於1213年，卒於1275年。為宰執。一生主要活動於天台。與徐經孫、牟巘、李曾伯、艾可翁、呂沆等人交遊唱和。,67
15072,楊簡,宋,楊簡（1141-1226），宋人，慈溪人，為官者、思想家。,楊簡，宋人，籍貫慈溪。生於1141年，卒於1226年。為官者、思想家。一生主要活動於慈溪。與陸九淵、孫明仲、王晉老、曾熠、真德秀等人交遊唱和。,71
1558,宋祁,宋,宋祁（998-1061），宋人，雍邱人，史學家、財政官員。,宋祁，宋人，籍貫雍邱。生於998年，卒於1061年。為史學家、財政官員。一生主要活動於雍邱。與葉清臣、歐陽修、楊崇勳、張士遜、丁度等人交遊唱和。,72
3402,胡寅,宋,胡寅（1098-1156），宋人，崇安人，為官者、思想家。,胡寅，宋人，籍貫崇安。生於1098年，卒於1156年。為官者、思想家。一生主要活動於崇安。與胡安國、向子忞、向子諲、釋法讚、施庭臣等人交遊唱和。,72
7104,尹洙,宋,尹洙（1001-1047），宋人，洛陽人，為官者。,尹洙，宋人，籍貫洛陽。生於1001年，卒於1047年。為官者。一生主要活動於洛陽。與歐陽修、范仲淹、石輅、江休復、路綸等人交遊唱和。,66
3676,米芾,宋,米芾（1051-1107），宋人，吳縣人，書法家、道士、供奉內廷。,米芾，宋人，籍貫吳縣。生於1051年，卒於1107年。為書法家、道士、供奉內廷。一生主要活動於襄陽、吳縣。與李之儀、周必大、袁桷、劉克莊、袁說友等人交遊唱和。,79
211,張浚,宋,張浚（1097-1164），宋人，衡陽人，財政官員、宰執。,張浚，宋人，籍貫衡陽。生於1097年，卒於1164年。為財政官員、宰執。一生主要活動於綿竹、衡陽。與朱熹、周必大、汪應辰、魏了翁、呂頤浩等人交遊唱和。,75
3484,李之儀,宋,李之儀，宋人，當塗人，削籍官員、諸生、為官者。,李之儀，宋人，籍貫當塗。為削籍官員、諸生、為官者。一生主要活動於當塗、滄州、無棣、山陽。與蘇軾、黃庭堅、米芾、王安石、折可適等人交遊唱和。,69
7128,陳瓘,宋,陳瓘（1057-1122），宋人，沙縣人，為官者、入元祐黨籍者。,陳瓘，宋人，籍貫沙縣。生於1057年，卒於1122年。為官者、入元祐黨籍者。一生主要活動於沙縣。與釋惠洪、魏了翁、鄧肅、曾布、韋許等人交遊唱和。,72
3043,秦觀,宋,秦觀，宋人，高郵人，結社、入元祐黨籍者、為官者。,秦觀，宋人，籍貫高郵。為結社、入元祐黨籍者、為官者。一生主要活動於藤州、橫州、雷州、高郵。與蘇軾、黃庭堅、釋道潛、鮮于侁、任伋等人交遊唱和。,70
1953,文彥博,宋,文彥博（1006-1097），宋人，介休人，宰執、為官者、好金石。,文彥博，宋人，籍貫介休。生於1006年，卒於1097年。為宰執、為官者、好金石。一生主要活動於介休。與歐陽修、司馬光、蘇軾、范祖禹、王安石等人交遊唱和。,76
8175,岳飛,宋,岳飛（1103-1141），宋人，相州人，孝子/孝女、熟諳兵法韜略、軍事家、武官。,岳飛，宋人，籍貫相州。生於1103年，卒於1141年。為孝子/孝女、熟諳兵法韜略、軍事家、武官。一生主要活動於臨安府、汜水、吉州、洪州、徽州。與万俟卨、胡閎休、秦檜、戚方、楊再興等人交遊唱和。,96
33233,釋居簡,宋,釋居簡（1164-1246），宋人，歸安人，僧人。,釋居簡，宋人，籍貫歸安。生於1164年，卒於1246年。為僧人。一生主要活動於歸安、郪縣、潼川府。與釋全宗、釋如湛、釋源、釋如潔、釋賜等人交遊唱和。,74
1417,畢仲游,宋,畢仲游（1047-1121），宋人，管城人，結社、財政官員、入元祐黨籍者。,畢仲游，宋人，籍貫管城。生於1047年，卒於1121年。為結社、財政官員、入元祐黨籍者。一生主要活動於管城、應天府。與范純仁、范純粹、劉摯、李清臣、范正平等人交遊唱和。,84
12354,張耒,宋,張耒（1054-1114），宋人，淮陰人，文人、結社、為官者。,張耒，宋人，籍貫淮陰。生於1054年，卒於1114年。為文人、結社、為官者。一生主要活動於淮陰。與蘇軾、司馬光、周必大、李處道、黃庭堅等人交遊唱和。,74
504,周敦頤,宋,周敦頤（1017-1073），宋人，營道人，良吏;循吏、財政官員、思想家。,周敦頤，宋人，籍貫營道。生於1017年，卒於1073年。為良吏;循吏、財政官員、思想家。一生主要活動於營道。與朱熹、魏了翁、度正、李初平、歐陽守道等人交遊唱和。,80
333,章惇,宋,章惇（1035-1105），宋人，浦城人，財政官員、入元祐黨籍者、宰執。,章惇，宋人，籍貫浦城。生於1035年，卒於1105年。為財政官員、入元祐黨籍者、宰執。一生主要活動於吳縣、睦州、浦城。與王安石、余爽、蘇軾、安惇、呂大忠等人交遊唱和。,83
16663,孫應時,宋,孫應時（1154-1206），宋人，餘姚人，農民、理學家、為官者。,孫應時，宋人，籍貫餘姚。生於1154年，卒於1206年。為農民、理學家、為官者。一生主要活動於餘姚。與朱熹、胡撙、史浩、陸九淵、司馬儼等人交遊唱和。,74
20765,歐陽守道,宋,歐陽守道（1209-0），宋人，廬陵人，為官者、思想家。,歐陽守道，宋人，籍貫廬陵。生於1209年，卒於0年。為官者、思想家。一生主要活動於廬陵。與文天祥、歐陽修、胡履剛、包恢、朱熹等人交遊唱和。,69
3102,程顥,宋,程顥（1032-1085），宋人，洛陽人，財政官員、思想家。,程顥，宋人，籍貫洛陽。生於1032年，卒於1085年。為財政官員、思想家。一生主要活動於洛陽。與程敏政、朱熹、魏了翁、程頤、真德秀等人交遊唱和。,72
3513,李覯,宋,李覯（1009-1059），宋人，南城人，為官者。,李覯，宋人，籍貫南城。生於1009年，卒於1059年。為官者。一生主要活動於南城。與范仲淹、祖無擇、傅代言、富弼、廖夷清等人交遊唱和。,67
10578,薛季宣,宋,薛季宣（1134-1173），宋人，永嘉人，刺史幕僚（知州幕僚）、思想家。,薛季宣，宋人，籍貫永嘉。生於1134年，卒於1173年。為刺史幕僚（知州幕僚）、思想家。一生主要活動於永嘉。與汪澈、陳傅良、虞允文、薛徽言、朱熹等人交遊唱和。,79
11625,汪藻,宋,汪藻（1079-1154），宋人，德興人，博學之人、詞人、為官者。,汪藻，宋人，籍貫德興。生於1079年，卒於1154年。為博學之人、詞人、為官者。一生主要活動於德興。與袁桷、釋宗杲、吳點、趙億、范仲淹等人交遊唱和。,74
10612,林光朝,宋,林光朝（1114-1178），宋人，莆田人，財政官員。,林光朝，宋人，籍貫莆田。生於1114年，卒於1178年。為財政官員。一生主要活動於莆田。與劉克莊、林希逸、林亦之、陳昭度、卓先等人交遊唱和。,70
11087,林希逸,宋,林希逸（0-0），宋人，福清人，為官者、畫家、詩人。,林希逸，宋人，籍貫福清。生於0年，卒於0年。為官者、畫家、詩人。一生主要活動於福清。與劉克莊、林光朝、方大琮、林式之、林冑等人交遊唱和。,68
628,富弼,宋,富弼（1004-1083），宋人，洛陽人，財政官員、宰執。,富弼，宋人，籍貫洛陽。生於1004年，卒於1083年。為財政官員、宰執。一生主要活動於洛陽。與歐陽修、周必大、蘇軾、范純仁、晏殊等人交遊唱和。,71
7007,程俱,宋,程俱（1078-1144），宋人，開化人，為官者。,程俱，宋人，籍貫開化。生於1078年，卒於1144年。為官者。一生主要活動於開化。與江褒、趙子晝、釋寶聲、釋道潛、趙叔問等人交遊唱和。,67
12158,王庭珪,宋,王庭珪（1080-1172），宋人，安福人，為官者。,王庭珪，宋人，籍貫安福。生於1080年，卒於1172年。為官者。一生主要活動於安福。與周必大、向子忞、劉九垓、劉彥弼、劉茂實等人交遊唱和。,69
18938,黃震,宋,黃震（1213-1281），宋人，慈溪人，史學家、理學家、良吏;循吏。,黃震，宋人，籍貫慈溪。生於1213年，卒於1281年。為史學家、理學家、良吏;循吏。一生主要活動於慈溪。與劉直孺、汪元春、麋弇、孫子秀、余垓等人交遊唱和。,77
10173,文同,宋,文同（1018-1079），宋人，鹽亭人，畫家、史學家、為官者。,文同，宋人，籍貫鹽亭。生於1018年，卒於1079年。為畫家、史學家、為官者。一生主要活動於鹽亭。與趙抃、蘇軾、司馬光、夏脩、史潤辭等人交遊唱和。,73
3200,趙汝愚,宋,趙汝愚，宋人，餘干人，理學家、宰執。,趙汝愚，宋人，籍貫餘干。為理學家、宰執。一生主要活動於餘干。與朱熹、彭龜年、錢鍪、呂祖謙、胡紘等人交遊唱和。,54
40712,釋宗杲,宋,釋宗杲（1089-1163），宋人，宣州人，僧人。,釋宗杲，宋人，籍貫宣州。生於1089年，卒於1163年。為僧人。一生主要活動於宣州。與李邴、汪應辰、湯思退、韓駒、梁燾等人交遊唱和。,66
7097,楊億,宋,楊億（974-1020），宋人，浦城人，史學家、工於作賦、為官者。,楊億，宋人，籍貫浦城。生於974年，卒於1020年。為史學家、工於作賦、為官者。一生主要活動於浦城。與章得象、真德秀、宋湜、釋知禮、吳待問等人交遊唱和。,76
1845,王珪,宋,王珪（1019-1085），宋人，東明人，財政官員、入元祐黨籍者、宰執。,王珪，宋人，籍貫東明。生於1019年，卒於1085年。為財政官員、入元祐黨籍者、宰執。一生主要活動於華陽、廬江、東明。與高繼勳、周必大、賈昌朝、俞充、葉祖洽等人交遊唱和。,85
10755,程珌,宋,程珌（1164-1242），宋人，休寧人，為官者。,程珌，宋人，籍貫休寧。生於1164年，卒於1242年。為官者。一生主要活動於休寧。與程敏政、詹廷堅、呂公著、黃庭堅、尹焞等人交遊唱和。,67
8089,劉摯,宋,劉摯，宋人，須城人，士人、文人、經學家—春秋。,劉摯，宋人，籍貫須城。為士人、文人、經學家—春秋。一生主要活動於須城、東光。與洪咨夔、畢仲游、汪應辰、劉居正、安惇等人交遊唱和。,64
12319,余靖,宋,余靖（1000-1064），宋人，曲江人，削籍官員、地方士人/鄉紳、為邑里所重。,余靖，宋人，籍貫曲江。生於1000年，卒於1064年。為削籍官員、地方士人/鄉紳、為邑里所重。一生主要活動於曲江。與歐陽修、狄青、孫億、杜應之、祖無擇等人交遊唱和。,82
4125,尹焞,宋,尹焞（1071-1142），宋人，會稽人，收徒講學、思想家。,尹焞，宋人，籍貫會稽。生於1071年，卒於1142年。為收徒講學、思想家。一生主要活動於會稽、河南、洛陽、平江府。與程頤、朱熹、呂稽中、祁寬、馮忠恕等人交遊唱和。,81
8079,李光,宋,李光（1078-1159），宋人，上虞人，理學家、宰執。,李光，宋人，籍貫上虞。生於1078年，卒於1159年。為理學家、宰執。一生主要活動於上虞。與秦檜、蔡攸、陸游、釋宗杲、王子獻等人交遊唱和。,69
10703,呂本中,宋,呂本中（1084-1145），宋人，金華人，士人、為官者、思想家。,呂本中，宋人，籍貫金華。生於1084年，卒於1145年。為士人、為官者、思想家。一生主要活動於開封府、壽州、金華。與朱熹、周必大、汪應辰、呂祖謙、曾幾等人交遊唱和。,82
8098,陸佃,宋,陸佃，宋人，山陰人，結社、宰執、思想家。,陸佃，宋人，籍貫山陰。為結社、宰執、思想家。一生主要活動於山陰。與王安石、釋如吉、陸游、李知剛、鄭惇忠等人交遊唱和。,58
3404,胡瑗,宋,胡瑗（993-1059），宋人，如皋人，收徒講學、經學家—易經、為官者。,胡瑗，宋人，籍貫如皋。生於993年，卒於1059年。為收徒講學、經學家—易經、為官者。一生主要活動於涇州、如皋。與徐積、汪澥、苗授、管師常、管師復等人交遊唱和。,80
7064,蘇舜欽,宋,蘇舜欽（1008-1048），宋人，開封人，書法家、史學家、工於古文。,蘇舜欽，宋人，籍貫開封。生於1008年，卒於1048年。為書法家、史學家、工於古文。一生主要活動於銅山、開封、平江府。與歐陽修、范仲淹、周必大、宋武、劉克莊等人交遊唱和。,85
3580,劉敞,宋,劉敞（1019-1068），宋人，開封人，經學家—春秋、好金石、為官者。,劉敞，宋人，籍貫開封。生於1019年，卒於1068年。為經學家—春秋、好金石、為官者。一生主要活動於新喻、開封。與歐陽修、江休復、張誨、劉攽、梅堯臣等人交遊唱和。,81
27606,劉辰翁,宋,劉辰翁（1232-1297），宋人，廬陵人，書院山長、史學家、為官者。,劉辰翁，宋人，籍貫廬陵。生於1232年，卒於1297年。為書院山長、史學家、為官者。一生主要活動於樂安、廬陵。與滕斌、連文鳳、劉將孫、許嗣翁、章應子等人交遊唱和。,81
3394,胡安國,宋,胡安國（1074-1138），宋人，崇安人，理學家、為官者、思想家。,胡安國，宋人，籍貫崇安。生於1074年，卒於1138年。為理學家、為官者、思想家。一生主要活動於崇安。與朱熹、真德秀、王安石、柳貫、陳傅良等人交遊唱和。,76
3718,邵雍,宋,邵雍（1011-1077），宋人，河南人，農民、收徒講學、拒絕出仕。,邵雍，宋人，籍貫河南。生於1011年，卒於1077年。為農民、收徒講學、拒絕出仕。一生主要活動於共城、范陽、河南。與魏了翁、朱熹、司馬光、張崏、尹材等人交遊唱和。,81
3997,王禹偁,宋,王禹偁（954-1001），宋人，鉅野人，為官者。,王禹偁，宋人，籍貫鉅野。生於954年，卒於1001年。為官者。一生主要活動於鉅野。與黃庭堅、羅處約、上官知十、李允則、康延澤等人交遊唱和。,69
10543,陳著,宋,陳著（1224-?），宋人，鄞縣人，為官者、思想家。,陳著，宋人，籍貫鄞縣。生於1224年。為官者、思想家。一生主要活動於鄞縣、奉化州、武康。與白珽、史蒙卿、張伯淳、戴表元、胡立道等人交遊唱和。,70
17935,石介,宋,石介（1005-1045），宋人，奉符人，農民、經學家—易經、為官者。,石介，宋人，籍貫奉符。生於1005年，卒於1045年。為農民、經學家—易經、為官者。一生主要活動於奉符。與范諷、歐陽修、士建中、孔道輔、魏了翁等人交遊唱和。,78
